name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,12/31/2001,12/31/2000
		PayablesAndAccruedExpenses,"2,360,178,000","1,989,991,000","1,923,319,000","1,945,351,000","2,013,588,000","1,908,117,000","1,723,673,000","1,803,828,000","2,067,103,000","2,235,178,000","1,157,646,000","1,170,021,000","635,132,000","534,847,000","573,865,000","649,557,000","579,778,000","466,802,000","494,526,000","584,371,000","540,296,000","371,698,000","421,417,000","475,225,000","448,153,000","626,164,000","972,538,000","794,611,000","697,602,000","413,368,000","393,282,000","699,239,000","577,505,000","363,974,000","722,719,000","550,186,000","412,648,000","253,558,000","562,630,000","439,742,000","253,805,000","176,965,000","158,811,000","164,162,000","289,181,000","270,665,000","388,619,000","219,447,000","276,039,000","317,002,000","222,465,454.25","228,476,373.45","261,181,768.5","201,994,000","226,222,290","194,881,277.25","198,736,453","330,918,000","169,713,083.7","175,397,108","175,627,820.5","191,728,000","171,390,977.5","147,853,060","141,423,370","155,934,000","136,086,210","113,611,176","111,311,082","122,815,000","121,454,853.5","79,052,805","80,670,000","75,686,390.81"
			Payables,"276,598,000","1,989,991,000","247,117,000","264,269,000","360,480,000","1,908,117,000","303,615,000","302,141,000","532,608,000","1,894,890,000","129,004,000","120,514,000","26,662,000","534,847,000","22,083,000","28,455,000","24,349,000","466,802,000","19,766,000","18,963,000","21,865,000","371,698,000","20,659,000","11,557,000","11,499,000","626,164,000","14,019,000","11,425,000","11,362,000","413,368,000","393,282,000","14,244,000","577,505,000","363,974,000","722,719,000","550,186,000","412,648,000","253,558,000","562,630,000","439,742,000","253,805,000","71,198,000","12,993,000","9,404,000","289,181,000","177,079,000","388,619,000","219,447,000","276,039,000","17,073,000","15,942,719.7","19,349,966.35","15,460,146","90,885,000","4,916,441.25","8,477,025.15","7,592,595.25","36,478,485.65","5,079,099.15","6,586,824.4","5,490,116.5","10,923,660","3,671,605","4,601,667","3,741,950","10,063,257.75","4,690,725","2,053,528","2,377,980","1,610,488","1,687,867.5","517,140","3,407,050.5","11,443,759.23"
				AccountsPayable,"276,598,000","380,221,000","247,117,000","264,269,000","360,480,000","455,237,000","303,615,000","302,141,000","532,608,000","782,068,000","129,004,000","120,514,000","26,662,000","83,783,000","22,083,000","28,455,000","24,349,000","137,303,000","19,766,000","18,963,000","21,865,000","70,439,000","20,659,000","11,557,000","11,499,000","66,134,000","14,019,000","11,425,000","11,362,000","142,939,000","17,031,000","14,244,000","18,440,000","28,876,000","15,818,000","13,381,000","14,987,000","10,738,000","10,907,000","20,906,000","9,248,000","8,145,000","12,993,000","9,404,000","9,843,000","17,073,000","15,394,000","11,789,000","14,402,000","17,073,000","15,942,719.7","19,349,966.35","15,460,146","6,244,000","4,916,441.25","8,477,025.15","7,592,595.25","21,945,000","5,079,099.15","6,586,824.4","5,490,116.5","11,000,000","3,671,605","4,601,667","3,741,950","10,192,000","4,690,725","2,053,528","2,377,980","2,488,000","1,687,867.5","517,140","1,281,000","11,443,759.23"
				TotalTaxPayable,,"386,656,000",,,,"266,889,000",,,,"290,703,000",,,,"176,256,000",,,,"101,726,000",,,,"73,745,000",,,,"376,764,000",,,,"113,282,000",,,,,,,,,,,,"39,610,000",,,,"96,880,000",,,,,,,,"31,776,000",,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"211,083,000",,,,"36,693,000",,,,"133,316,000",,,,"59,613,000",,,,"39,757,000",,,,"43,083,000",,,,"290,977,000",,,,"45,135,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,126,000",,,,,,,,"42,710,000",,,,,,,,,,,,,,,,,,,,
				OtherPayable,,"1,223,114,000",,,,"1,185,991,000",,,,"822,119,000",,,,"274,808,000",,,,"227,773,000",,,,"227,514,000",,,,"183,266,000",,,,"157,147,000","376,251,000",,"559,065,000","335,098,000","706,901,000","536,805,000","397,661,000","242,820,000","551,723,000","418,836,000","244,557,000","23,443,000",,,"279,338,000",,"373,225,000","207,658,000","261,637,000",,,,,"10,155,000",,,,"14,533,485.65",,,,"-76,340",,,,"-128,742.25",,,,"-877,512",,,"2,126,050.5",
			CurrentAccruedExpenses,"2,083,580,000","1,765,313,000","1,676,202,000","1,681,082,000","1,653,108,000","1,594,541,000","1,420,058,000","1,501,687,000","1,534,495,000","340,288,000","1,028,642,000","1,049,507,000","608,470,000","523,446,000","551,782,000","621,102,000","555,429,000","445,736,000","474,760,000","565,408,000","518,431,000","358,639,000","400,758,000","463,668,000","436,654,000","616,165,000","958,519,000","783,186,000","686,240,000","404,674,000",,"684,995,000",,,,,,,,,,"105,767,000","145,818,000","154,758,000",,"93,586,000",,,,"299,929,000","206,522,734.55","209,126,407.1","245,721,622.5","111,109,000","221,305,848.75","186,404,252.1","191,143,857.75","294,439,514.35","164,633,984.55","168,810,283.6","170,137,704","180,804,340","167,719,372.5","143,251,393","137,681,420","145,870,742.25","131,395,485","111,557,648","108,933,102","121,204,512","119,766,986","78,535,665","77,262,949.5","64,242,631.58"
				InterestPayable,,,,,,,,,,"340,288,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,283,000",,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"456,026,000","570,029,000","277,847,000","441,002,000","375,609,000","500,105,000","295,206,000","573,726,000","449,618,000","173,471,000","4,053,751,000","56,806,000","26,312,000","58,336,000","24,439,000","48,820,000","20,131,000","39,893,000","17,559,000","113,503,000","8,215,000","29,945,000","9,745,000","29,884,000","18,205,000","41,804,000","12,654,000","106,735,000","180,624,000","281,612,000","374,254,000","403,369,000","432,920,000","374,640,000","374,025,000","368,975,000","242,414,000","243,102,000","182,673,000","96,962,000","224,583,000","222,517,000","167,810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,"456,026,000","549,607,000","277,847,000","441,002,000","375,609,000","500,105,000","295,206,000","573,726,000","449,618,000","173,471,000","4,053,751,000","56,806,000","26,312,000","58,336,000","24,439,000","48,820,000","20,131,000","39,893,000","17,559,000","113,503,000","8,215,000","29,945,000","9,745,000","29,884,000","18,205,000","41,804,000","12,654,000","106,735,000","180,624,000","281,612,000","374,254,000","403,369,000","432,920,000","374,640,000","374,025,000","368,975,000","242,414,000","243,102,000","182,673,000","96,962,000","224,583,000","222,517,000","167,810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,"549,607,000",,,"375,609,000","500,105,000","295,206,000","573,726,000","449,618,000","173,471,000","4,053,751,000","56,806,000","26,312,000","58,336,000","24,439,000","48,820,000","20,131,000","39,893,000","17,559,000","113,503,000","8,215,000","29,945,000","9,745,000","29,884,000","18,205,000","41,804,000","12,654,000","106,735,000","180,624,000","281,612,000","374,254,000","403,369,000","432,920,000","374,640,000","374,025,000","368,975,000","242,414,000",,,,"224,583,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,"20,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000",,,,,,,,,,,,,,,,,,,"164,957,000",,"46,337,000",,,,,"10,934.65","10,791.95",,"26,064,000",,,,"21,945,000",,,,,"11,402.5",,,,"11,037",,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"18,140,122,000","16,184,684,000","16,796,898,000","16,764,991,000","16,849,643,000","17,092,210,000","18,374,460,000","19,283,871,000","19,614,458,000","20,517,153,000","12,250,689,000","12,448,384,000","5,431,018,000","5,868,954,000","5,665,907,000","5,517,542,000","5,207,875,000","5,211,138,000","5,191,325,000","4,889,808,000","4,861,423,000","4,771,782,000","4,520,850,000","4,438,651,000","4,437,444,000","4,464,310,000","4,636,755,000","4,625,510,000","4,574,155,000","1,943,263,000","2,168,892,000","2,232,128,000","2,178,125,000","2,576,843,000","2,666,231,000","2,725,421,000","2,875,901,000","2,921,798,000","3,008,484,000","2,252,646,000","2,435,694,000","2,438,531,000","2,476,891,000","2,411,945,000","1,945,299,000","1,853,552,000","1,936,978,000","1,996,760,000","1,954,334,000","1,853,552,000","1,135,607,141.1","1,091,001,393.3","1,013,696,667","910,959,000","858,320,452.5","794,865,025.35","737,701,783.25","684,831,000","698,996,193","650,155,143.6","600,603,091","536,496,000","621,550,275","566,720,087","525,905,940","478,873,000","464,381,775","443,238,904","442,347,516","389,361,000","430,948,376","470,657,070","373,634,000","212,627,160.37"
		LongTermDebtAndCapitalLeaseObligation,"14,809,708,000","13,163,286,000","13,696,680,000","13,705,555,000","13,812,185,000","14,000,276,000","15,280,663,000","16,022,690,000","16,563,997,000","17,470,559,000","10,658,697,000","10,837,585,000","4,014,283,000","4,402,440,000","4,136,002,000","3,939,889,000","3,676,791,000","3,678,128,000","3,603,765,000","3,277,260,000","3,270,424,000","3,157,357,000","2,876,254,000","2,776,537,000","2,793,612,000","2,799,058,000","2,834,676,000","2,823,221,000","2,685,436,000","33,333,000","38,889,000","112,810,000","171,119,000","321,950,000","428,512,000","462,504,000","618,337,000","647,503,000","751,426,000","90,642,000","271,127,000","329,836,000","436,364,000","439,886,000",,,,,,,,,,,,,"6,840,961","6,293,000","841,124.7","765,408.4","614,982.5","489,000",,"518,985","580,840","608,000",,,,"652,000",,,"385,000",
			LongTermDebt,"14,809,708,000","13,163,286,000","13,696,680,000","13,705,555,000","13,812,185,000","14,000,276,000","15,280,663,000","16,022,690,000","16,563,997,000","17,470,559,000","10,658,697,000","10,837,585,000","4,014,283,000","4,402,440,000","4,136,002,000","3,939,889,000","3,676,791,000","3,678,128,000","3,603,765,000","3,277,260,000","3,270,424,000","3,157,357,000","2,876,254,000","2,776,537,000","2,793,612,000","2,799,058,000","2,834,676,000","2,823,221,000","2,685,436,000","33,333,000","38,889,000","112,810,000","171,119,000","321,950,000","428,512,000","462,504,000","618,337,000","647,503,000","751,426,000","90,642,000","271,127,000","329,836,000","436,364,000","439,886,000",,,,,,,,,,,,,"6,840,961","6,293,000","841,124.7","765,408.4","614,982.5","489,000",,"518,985","580,840","608,000",,,,"652,000",,,"385,000",
		NonCurrentDeferredLiabilities,"3,313,232,000","3,004,584,000","3,089,010,000","3,048,550,000","3,026,895,000","3,081,668,000","3,083,154,000","3,250,941,000","3,040,171,000","3,033,930,000","1,580,846,000","1,599,806,000","1,406,000,000","1,456,020,000","1,520,912,000","1,568,846,000","1,522,463,000","1,523,722,000","1,578,670,000","1,603,809,000","1,582,412,000","1,606,245,000","1,637,172,000","1,654,858,000","1,636,747,000","1,658,395,000","1,795,805,000","1,795,856,000","1,882,460,000","1,903,844,000","2,123,057,000","2,119,318,000","2,002,185,000","2,239,713,000","2,237,719,000","2,249,433,000","2,244,747,000","2,262,478,000","2,257,058,000","2,130,528,000","2,123,740,000","2,099,036,000","2,015,158,000","1,947,069,000","1,911,634,000","1,845,058,000","1,914,393,000","1,977,942,000","1,935,644,000","1,138,475,000","1,070,250,738.05","1,025,569,800.45","950,743,921.5","903,448,000","797,673,345","735,503,274","679,967,558.25","680,501,108.15","645,703,394.7","598,322,980.4","542,302,750","536,248,729","567,798,890","513,253,099","473,742,040","478,706,850","412,971,429","388,314,848","382,357,566","391,552,416","390,991,949","431,811,900","337,648,349.5","212,617,551.84"
			NonCurrentDeferredTaxesLiabilities,"3,313,232,000","3,004,584,000","3,089,010,000","3,048,550,000","3,026,895,000","3,081,668,000","3,083,154,000","3,250,941,000","3,040,171,000","3,033,930,000","1,580,846,000","1,599,806,000","1,406,000,000","1,456,020,000","1,520,912,000","1,568,846,000","1,522,463,000","1,523,722,000","1,578,670,000","1,603,809,000","1,582,412,000","1,606,245,000","1,637,172,000","1,654,858,000","1,636,747,000","1,658,395,000","1,795,805,000","1,795,856,000","1,882,460,000","1,903,844,000","2,123,057,000","2,119,318,000","2,002,185,000","2,239,713,000","2,237,719,000","2,249,433,000","2,244,747,000","2,262,478,000","2,257,058,000","2,120,045,000","2,123,740,000","2,099,036,000","2,007,127,000","1,939,701,000","1,202,086,000","1,845,058,000","1,908,207,000","1,970,521,000","1,890,381,000","1,138,475,000","1,070,250,738.05","1,025,569,800.45","950,743,921.5","903,448,000","797,673,345","735,503,274","679,967,558.25","680,501,108.15","645,703,394.7","598,322,980.4","542,302,750","536,248,729","567,798,890","513,253,099","473,742,040","478,706,850","412,971,429","388,314,848","382,357,566","391,552,416","390,991,949","431,811,900","337,648,349.5","212,617,551.84"
		EmployeeBenefits,"17,182,000","16,814,000","11,208,000","10,886,000","10,563,000","10,266,000","10,643,000","10,240,000","10,290,000","12,664,000","11,146,000","10,993,000","10,735,000","10,494,000","8,993,000","8,807,000","8,621,000","9,288,000","8,890,000","8,739,000","8,587,000","8,180,000","7,424,000",,,"6,857,000",,,,"6,086,000",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,"7,256,000","7,085,000","6,857,000","6,274,000","6,433,000","6,259,000","6,086,000","6,946,000",,"4,821,000","15,180,000",,"13,484,000","12,817,000","11,817,000",,"31,476,000","40,827,000","9,659,000","25,369,000","24,990,000","33,665,000","8,494,000","22,585,000","18,818,000","18,690,000","715,077,000","65,356,403.05","65,431,592.85","62,952,745.5","7,511,000","60,647,107.5","59,361,751.35","50,893,264","-1,963,108.15","52,451,673.6","51,066,754.8","57,685,358.5","-241,729","53,751,385","52,948,003","51,583,060","-441,850","51,410,346","54,924,056","59,989,950","-2,843,416","39,956,427","38,845,170","35,600,650.5","9,608.53"
TotalEquityGrossMinorityInterest,"43,626,104,000","38,771,177,000","37,973,955,000","36,432,369,000","38,049,054,000","36,681,389,000","34,697,991,000","34,422,101,000","34,775,500,000","33,688,301,000","26,062,405,000","24,891,084,000","23,857,314,000","22,753,954,000","21,687,152,000","20,659,714,000","21,332,931,000","20,408,051,000","19,649,906,000","18,804,190,000","19,553,439,000","18,751,096,000","18,093,627,000","17,461,011,000","16,915,335,000","16,284,216,000","16,969,600,000","16,442,166,000","16,910,587,000","16,470,995,000","15,806,593,000","15,397,792,000","16,014,298,000","15,487,813,000","15,065,539,000","14,701,846,000","15,215,663,000","14,795,457,000","14,517,292,000","13,780,243,000","14,233,153,000","13,857,695,000","13,708,903,000","13,538,163,000","15,296,725,000","14,505,527,000","14,746,671,000","14,512,761,000","14,857,603,000","14,505,527,000","14,478,734,084.75","13,997,072,814.4","14,108,495,386.5","13,785,101,000","13,472,522,857.5","13,159,131,082.35","13,264,307,474.75","13,025,728,000","12,832,468,014.45","12,550,024,220.8","12,657,089,010.5","12,326,306,000","11,940,755,012.5","11,612,035,649","11,712,337,010","11,347,447,000","11,191,827,036","10,796,532,912","11,033,773,155","10,771,258,000","10,544,885,714.5","10,330,060,455","10,670,861,000","9,971,972,647.25"
	StockholdersEquity,"34,837,356,000","31,158,156,000","30,200,797,000","28,807,995,000","30,478,613,000","29,106,185,000","27,413,337,000","26,945,951,000","27,278,750,000","26,040,078,000","24,225,284,000","23,063,534,000","23,857,314,000","22,753,954,000","21,687,152,000","20,659,714,000","21,332,931,000","20,408,051,000","19,649,906,000","18,804,190,000","19,553,439,000","18,751,096,000","18,093,627,000","17,461,011,000","16,915,335,000","16,284,216,000","16,969,600,000","16,442,166,000","16,910,587,000","16,470,995,000","15,806,593,000","15,397,792,000","16,014,298,000","15,487,813,000","15,065,539,000","14,701,846,000","15,215,663,000","14,795,457,000","14,517,292,000","13,780,243,000","14,233,153,000","13,857,695,000","13,708,903,000","13,538,163,000","15,296,725,000","14,505,527,000","14,746,671,000","14,512,761,000","14,857,603,000","14,505,527,000","14,478,734,084.75","13,997,072,814.4","14,108,495,386.5","13,785,101,000","13,472,522,857.5","13,159,131,082.35","13,264,307,474.75","13,025,728,000","12,832,468,014.45","12,550,024,220.8","12,657,089,010.5","12,326,306,000","11,940,755,012.5","11,612,035,649","11,712,337,010","11,347,447,000","11,191,827,036","10,796,532,912","11,033,773,155","10,771,258,000","10,544,885,714.5","10,330,060,455","10,670,861,000","9,971,972,647.25"
		CapitalStock,"7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","0","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","0","0","0","0","0","0","11,954,230,763.5","11,854,992,000","11,684,634,741.15","11,579,540,271.6","11,579,259,499.5","11,472,638,000","11,296,297,115","11,111,872,505","11,129,598,110","10,906,498,000","10,791,636,453","10,581,621,304","10,659,068,361","10,489,386,000","10,322,342,942","10,160,349,030","9,923,688,000","9,498,723,719.16"
			CommonStock,"7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","0","12,799,204,000","12,799,204,000","12,799,204,000","12,799,204,000","0","0","0","0","0","0","11,954,230,763.5","11,854,992,000","11,684,634,741.15","11,579,540,271.6","11,579,259,499.5","11,472,638,000","11,296,297,115","11,111,872,505","11,129,598,110","10,906,498,000","10,791,636,453","10,581,621,304","10,659,068,361","10,489,386,000","10,322,342,942","10,160,349,030","9,923,688,000","9,498,723,719.16"
		AdditionalPaidInCapital,,,"7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","7,767,276,000","0","0","0","7,767,276,000","7,767,276,000","7,767,276,000","0","7,767,276,000","0","0","0","7,767,276,000",,,,,,,,,,,,,,,,"12,799,204,000",,,,"12,799,210,524.3","12,609,674,360.25","12,395,331,595.4","12,425,365,588.5","12,335,507,000","12,171,568,710","11,962,109,662.8",,"11,889,201,435.45",,,,,,,,,,,,,,,,
		RetainedEarnings,"23,877,508,000","10,438,563,000","20,741,769,000","19,427,141,000","21,250,064,000","9,919,989,000","18,318,728,000","17,332,709,000","18,477,733,000","9,949,654,000","14,806,864,000","13,661,250,000","14,539,052,000","8,155,159,000","12,283,610,000","11,366,810,000","12,329,245,000","7,720,476,000","5,624,537,000","4,918,794,000","5,844,556,000","7,785,506,000","4,587,532,000","4,006,157,000","3,552,327,000","6,049,166,000","3,593,118,000","3,082,251,000","3,732,371,000","6,436,291,000","2,582,184,000","1,172,182,000","2,331,533,000","2,337,734,000","745,378,000","745,379,000","1,709,137,000","1,709,136,000","433,993,000","21,375,000","811,974,000","811,974,000","25,275,000","25,276,000","1,961,749,000","1,538,397,000","912,279,000","912,279,000","1,538,397,000","1,538,397,000","715,049,567.45","467,345,394.75","538,143,016.5","534,251,000","6,060,311.25","309,383,198.85","567,908,695.5","563,189,000",,"377,055,270.4","846,909,173","624,869,000","17,183,567.5","278,568,082","530,005,330","389,278,000","349,067,199","164,782,592","247,126,167","243,191,000","184,478,803","21,719,880","680,158,000","460,623,319.67"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"505,011,000",,,,"159,919,000",,,,,,,,"0",,,"43,058,000",
		GainsLossesNotAffectingRetainedEarnings,"3,192,572,000","12,952,317,000","1,691,752,000","1,613,578,000","1,461,273,000","11,418,920,000","1,327,333,000","1,845,966,000","1,033,741,000","8,323,148,000","1,651,144,000","1,635,008,000","1,550,986,000","6,831,519,000","1,636,266,000","1,525,628,000","1,236,410,000","4,920,299,000","1,213,015,000","1,073,042,000","896,529,000","3,198,314,000","693,741,000","642,500,000","550,654,000","2,467,774,000","564,128,000","547,561,000","365,862,000","2,267,428,000","412,878,000",,,,"350,875,000",,,,,,,,,,,"167,926,000",,,,,,,,"135,686,000",,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,"1,576,039,000","-218,788,000","75,219,000","-2,955,000","94,406,000","189,791,000","-39,534,000","479,099,000","-41,261,000","195,511,000","576,142,000","560,006,000","657,853,000","893,132,000","743,133,000","632,495,000","489,333,000","492,786,000","465,938,000","325,965,000","278,111,000","220,029,000","75,323,000","24,082,000","33,150,000","36,407,000","46,624,000","30,057,000","-47,016,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"1,616,533,000","12,952,317,000","1,616,533,000","1,616,533,000","1,366,867,000","11,418,920,000","1,366,867,000","1,366,867,000","1,075,002,000","8,323,148,000","1,075,002,000","1,075,002,000","893,133,000","6,831,519,000","893,133,000","893,133,000","747,077,000","4,920,299,000","747,077,000","747,077,000","618,418,000","3,198,314,000","618,418,000","618,418,000","517,504,000","2,467,774,000","517,504,000","517,504,000","412,878,000","2,267,428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,"5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,045,078,000","5,044,255,000","6,458,334,000","5,915,489,000","350,875,000","1,170,082,000","1,157,263,000","707,322,000","287,117,000","1,284,095,000","959,664,000","621,975,000","246,517,000","884,424,000","713,683,000","535,772,000",,"1,035,188,000","801,278,000","520,002,000","-12,631,284,524.3","1,154,010,157.05","1,134,395,824.25","1,144,986,781.5","779,657,000","1,294,893,836.25","887,638,220.7","742,168,015.75","-10,776,643,435.45","1,147,833,273.3","593,428,678.8","230,920,338","388,718,000","627,274,330","221,595,062","52,733,570","51,671,000","51,123,384","50,129,016","127,578,627","38,681,000","38,063,969.5","147,991,545","110,073,000","12,625,608.42"
	MinorityInterest,"8,788,748,000","7,613,021,000","7,773,158,000","7,624,374,000","7,570,441,000","7,575,204,000","7,284,654,000","7,476,150,000","7,496,750,000","7,648,223,000","1,837,121,000","1,827,550,000",,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"49,647,064,000","44,321,442,000","43,897,477,000","42,513,550,000","44,290,798,000","43,106,461,000","42,694,000,000","42,968,641,000","43,842,747,000","43,510,637,000","34,883,981,000","33,901,119,000","27,871,597,000","27,156,394,000","25,823,154,000","24,599,603,000","25,009,722,000","24,086,179,000","23,253,671,000","22,081,450,000","22,823,863,000","21,908,453,000","20,969,881,000","20,237,548,000","19,708,947,000","19,083,274,000","19,804,276,000","19,265,387,000","19,596,023,000","16,504,328,000","15,845,482,000","15,510,602,000","16,185,417,000","15,809,763,000","15,494,051,000","15,164,350,000","15,834,000,000","15,442,960,000","15,268,718,000","13,870,885,000","14,504,280,000","14,187,531,000","14,145,267,000","13,978,049,000","15,296,725,000","14,505,527,000","14,746,671,000","14,512,761,000","14,857,603,000","14,505,527,000","14,478,734,084.75","13,997,072,814.4","14,108,495,386.5","13,785,101,000","13,472,522,857.5","13,159,131,082.35","13,271,148,435.75","13,032,021,000","12,833,309,139.15","12,550,789,629.2","12,657,703,993","12,326,795,000","11,940,755,012.5","11,612,554,634","11,712,917,850","11,348,055,000","11,191,827,036","10,796,532,912","11,033,773,155","10,771,910,000","10,544,885,714.5","10,330,060,455","10,671,246,000","9,971,972,647.25"
CommonStockEquity,"34,837,356,000","31,158,156,000","30,200,797,000","28,807,995,000","30,478,613,000","29,106,185,000","27,413,337,000","26,945,951,000","27,278,750,000","26,040,078,000","24,225,284,000","23,063,534,000","23,857,314,000","22,753,954,000","21,687,152,000","20,659,714,000","21,332,931,000","20,408,051,000","19,649,906,000","18,804,190,000","19,553,439,000","18,751,096,000","18,093,627,000","17,461,011,000","16,915,335,000","16,284,216,000","16,969,600,000","16,442,166,000","16,910,587,000","16,470,995,000","15,806,593,000","15,397,792,000","16,014,298,000","15,487,813,000","15,065,539,000","14,701,846,000","15,215,663,000","14,795,457,000","14,517,292,000","13,780,243,000","14,233,153,000","13,857,695,000","13,708,903,000","13,538,163,000","15,296,725,000","14,505,527,000","14,746,671,000","14,512,761,000","14,857,603,000","14,505,527,000","14,478,734,084.75","13,997,072,814.4","14,108,495,386.5","13,785,101,000","13,472,522,857.5","13,159,131,082.35","13,264,307,474.75","13,025,728,000","12,832,468,014.45","12,550,024,220.8","12,657,089,010.5","12,326,306,000","11,940,755,012.5","11,612,035,649","11,712,337,010","11,347,447,000","11,191,827,036","10,796,532,912","11,033,773,155","10,771,258,000","10,544,885,714.5","10,330,060,455","10,670,861,000","9,971,972,647.25"
CapitalLeaseObligations,,"20,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
