name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
		GoodwillAndOtherIntangibleAssets,"276,600,000","280,400,000","279,400,000","283,600,000","286,200,000","142,300,000","144,600,000","145,300,000","150,200,000","148,700,000","74,000,000","73,500,000","72,600,000","72,200,000","73,900,000","74,800,000","76,500,000","58,900,000","59,200,000","59,500,000","59,100,000","59,800,000","60,400,000","61,100,000","61,100,000","61,000,000","60,900,000","57,400,000","57,200,000","57,800,000","57,700,000","57,400,000","57,700,000","57,400,000","57,700,000","56,800,000","56,700,000","56,200,000","56,500,000","55,700,000","56,100,000","56,700,000","56,900,000","56,900,000","55,700,000","56,000,000","55,900,000","57,100,000","57,100,000","56,800,000","59,300,000","58,900,000","76,000,000","75,900,000","75,700,000","75,300,000","74,800,000","74,700,000","75,500,000","75,700,000","76,600,000","78,300,000","76,700,000","76,300,000","76,400,000","76,900,000","75,500,000","75,400,000","75,100,000","74,400,000","73,600,000","73,800,000","72,200,000","72,400,000","385,000,000","386,900,000","387,800,000","391,700,000","394,500,000","398,800,000","407,600,000","411,200,000","414,900,000","417,800,000","421,400,000","425,400,000","513,300,000","92,600,000","92,500,000","93,100,000","96,300,000",,,,"49,000,000","48,900,000","29,200,000",,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"188,300,000",,"187,800,000","189,600,000","189,400,000","107,600,000",,,,"110,100,000",,,,"66,600,000",,,,"53,000,000",,,,"53,600,000",,,,,,,,"54,200,000",,,,,,,,,,,,,,,,"56,000,000","55,900,000","57,100,000","57,100,000","56,800,000","59,300,000","58,900,000","76,000,000","75,900,000","75,700,000","75,300,000","74,800,000",,,,,,,,,,,,,,,,"72,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"88,300,000",,"91,600,000","94,000,000","96,800,000","34,700,000",,,,"38,600,000",,,,"5,600,000",,,,"5,900,000",,,,"6,200,000",,,,,,,,"3,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,700,000","75,500,000","75,700,000","76,600,000","78,300,000","76,700,000","76,300,000","76,400,000","76,900,000","75,500,000","75,400,000","75,100,000","74,400,000","73,600,000","73,800,000",,"72,400,000","385,000,000","386,900,000","387,800,000","391,700,000","394,500,000","398,800,000","407,600,000","411,200,000","414,900,000","417,800,000","421,400,000","425,400,000","513,300,000","92,600,000","92,500,000","93,100,000","96,300,000",,,,"49,000,000","48,900,000","29,200,000",,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"47,900,000","46,500,000","45,800,000","51,800,000","50,900,000","48,700,000","45,900,000","44,600,000","51,000,000","47,700,000","67,100,000","63,900,000","62,800,000","53,100,000","48,300,000","48,400,000","20,900,000","30,400,000","33,100,000","33,900,000","32,000,000","34,200,000","24,300,000","23,200,000","22,100,000","23,300,000","22,300,000","23,300,000","22,600,000","22,600,000","21,900,000","22,800,000","22,400,000","21,700,000","21,900,000","21,600,000","20,700,000","19,900,000","19,300,000","19,100,000","17,800,000","17,700,000","17,200,000","10,800,000","10,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"47,900,000","46,500,000","45,800,000","51,800,000","50,900,000","48,700,000","45,900,000","44,600,000","51,000,000","47,700,000","67,100,000","63,900,000","62,800,000","53,100,000","48,300,000","48,400,000","20,900,000","30,400,000","33,100,000","33,900,000","32,000,000","34,200,000","24,300,000","23,200,000","22,100,000","23,300,000","22,300,000","23,300,000","22,600,000","22,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"47,900,000","46,500,000","45,800,000","51,800,000","50,900,000","48,700,000","45,900,000","44,600,000","51,000,000","47,700,000","67,100,000","63,900,000","62,800,000","53,100,000","48,300,000","48,400,000","20,900,000","30,400,000","33,100,000","33,900,000","32,000,000","34,200,000","24,300,000","23,200,000","22,100,000","23,300,000","22,300,000","23,300,000","22,600,000","22,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000","10,300,000","14,000,000","13,900,000","14,400,000","15,400,000","28,000,000","22,100,000","26,100,000","33,000,000","29,900,000","62,900,000","55,100,000","63,600,000","73,100,000","78,600,000","86,100,000","85,600,000","80,300,000","80,000,000","81,500,000","88,300,000","75,500,000","83,000,000","87,900,000","88,700,000","94,100,000","96,400,000","103,100,000","101,500,000","110,200,000","111,200,000","111,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000","10,300,000","14,000,000","13,900,000","14,400,000","15,400,000","28,000,000","22,100,000","26,100,000","33,000,000","29,900,000","62,900,000","55,100,000","63,600,000","73,100,000","78,600,000","86,100,000","85,600,000","80,300,000","80,000,000","81,500,000","88,300,000","75,500,000","83,000,000","87,900,000","88,700,000","94,100,000","96,400,000","103,100,000","101,500,000","110,200,000","111,200,000","111,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"153,000,000","154,000,000","134,700,000","139,700,000","143,900,000","80,800,000","62,800,000","58,800,000","65,500,000","61,500,000","63,100,000","56,000,000","52,600,000","42,700,000","37,600,000","38,900,000","40,600,000","38,700,000","27,700,000","27,000,000","23,700,000","22,500,000","28,800,000","29,400,000","18,500,000","17,700,000","15,800,000","13,300,000","13,800,000","17,200,000","16,900,000","14,900,000","15,600,000","17,600,000","17,600,000","18,300,000","22,100,000","22,400,000","22,400,000","23,600,000","22,200,000","23,400,000","24,000,000","26,500,000","20,000,000","33,000,000","35,500,000","40,000,000","38,400,000","36,900,000","32,600,000","72,800,000","35,000,000","39,300,000","47,100,000","48,200,000","45,700,000","148,800,000","49,200,000","50,300,000","47,800,000","38,600,000","41,400,000","42,500,000","46,900,000","47,300,000","52,000,000","77,100,000","78,500,000","76,000,000","76,700,000","88,100,000","94,200,000","99,600,000","133,000,000","134,800,000","136,800,000","134,000,000","128,300,000","124,900,000","141,000,000","130,800,000","105,000,000","115,900,000","118,600,000","107,200,000","-100,000",,,"-100,000","-100,000","58,100,000","57,600,000","58,000,000","9,800,000","11,700,000","14,800,000","16,500,000","15,500,000","14,100,000","13,800,000","13,600,000","20,800,000","21,400,000","21,300,000","21,400,000","31,300,000","34,100,000","29,500,000","20,600,000","16,500,000","16,600,000","16,100,000","15,700,000","8,300,000","6,600,000","5,700,000","5,600,000","4,000,000","2,600,000"
TotalLiabilitiesNetMinorityInterest,"2,012,200,000","1,682,500,000","1,737,400,000","1,752,700,000","1,793,600,000","1,502,100,000","1,479,200,000","1,436,300,000","1,322,200,000","1,285,800,000","1,310,500,000","1,297,000,000","1,312,800,000","1,155,700,000","1,131,200,000","1,144,500,000","1,104,100,000","1,007,800,000","1,045,400,000","953,100,000","921,700,000","886,500,000","832,600,000","791,200,000","739,700,000","675,700,000","641,600,000","653,800,000","627,600,000","609,000,000","618,000,000","622,800,000","602,600,000","573,900,000","531,800,000","542,900,000","557,900,000","598,700,000","615,800,000","651,600,000","629,200,000","671,000,000","637,400,000","647,700,000","674,400,000","701,100,000","678,600,000","715,700,000","695,200,000","632,900,000","636,000,000","722,900,000","712,700,000","711,300,000","679,000,000","676,400,000","701,600,000","669,900,000","750,700,000","797,500,000","826,600,000","801,200,000","833,700,000","833,200,000","817,200,000","816,100,000","811,200,000","859,100,000","848,600,000","835,500,000","859,300,000","884,900,000","909,300,000","922,000,000","931,000,000","937,100,000","918,300,000","895,700,000","900,700,000","909,400,000","1,019,700,000","991,800,000","1,037,500,000","1,069,600,000","1,095,900,000","1,101,800,000","1,094,200,000","555,600,000","555,100,000","561,700,000","572,900,000","546,000,000","521,000,000","522,400,000","512,500,000","503,900,000","290,300,000","182,200,000","178,400,000","187,400,000","194,700,000","177,000,000","245,000,000","264,200,000","251,400,000","247,600,000","248,100,000","220,600,000","219,900,000","206,600,000","186,100,000","200,600,000","210,500,000","221,400,000","213,200,000","210,000,000","185,800,000","148,700,000","132,700,000","100,700,000"
	CurrentLiabilities,"309,900,000","322,600,000","347,000,000","359,700,000","349,900,000","326,700,000","270,900,000","293,800,000","270,800,000","262,100,000","257,800,000","270,800,000","274,800,000","271,900,000","276,600,000","271,600,000","264,200,000","292,600,000","277,500,000","280,900,000","279,500,000","310,600,000","259,700,000","267,600,000","263,900,000","268,700,000","243,300,000","213,700,000","247,300,000","235,300,000","229,500,000","241,400,000","220,800,000","247,500,000","220,700,000","227,100,000","208,500,000","205,900,000","196,900,000","194,100,000","164,600,000","201,700,000","159,600,000","173,000,000","201,500,000","224,200,000","203,900,000","232,600,000","240,600,000","244,300,000","231,300,000","246,100,000","211,300,000","219,300,000","191,000,000","194,700,000","197,700,000","195,800,000","198,800,000","188,800,000","193,400,000","216,000,000","200,100,000","190,500,000","174,700,000","163,900,000","164,400,000","181,600,000","170,300,000","779,100,000","223,200,000","194,200,000","184,900,000","207,700,000","210,000,000","198,400,000","206,300,000","197,900,000","201,100,000","215,500,000","209,900,000","210,500,000","217,500,000","218,200,000","216,200,000","219,400,000","210,000,000","181,600,000","169,500,000","186,400,000","173,400,000","190,400,000","172,900,000","188,800,000","172,800,000","175,900,000","111,900,000","66,500,000","110,200,000","116,200,000","109,500,000","99,000,000","63,700,000","76,300,000","79,800,000","77,700,000","197,800,000","108,200,000","108,300,000","82,600,000","81,800,000","85,500,000","89,800,000","83,000,000","83,500,000","92,600,000","71,400,000","67,600,000","51,500,000","42,600,000"
		PayablesAndAccruedExpenses,"258,600,000","221,000,000","267,100,000","283,100,000","278,100,000","241,500,000","193,500,000","215,700,000","201,700,000","184,800,000","253,600,000","266,500,000","270,600,000","200,800,000","271,900,000","270,800,000","263,300,000","229,800,000","277,500,000","280,900,000","279,300,000","242,900,000","256,900,000","264,800,000","261,100,000","176,500,000","238,500,000","208,700,000","231,900,000","159,900,000","212,400,000","222,200,000","206,300,000","177,400,000","208,800,000","217,800,000","197,100,000","178,300,000","186,400,000","187,100,000","160,200,000","168,200,000","156,100,000","159,800,000","194,900,000","219,200,000","202,000,000","230,900,000","240,000,000","240,500,000","229,500,000","231,700,000","209,100,000","199,600,000","186,000,000","189,600,000","191,200,000","192,800,000","194,900,000","183,400,000","188,800,000","210,700,000","196,300,000","189,500,000","174,200,000","155,900,000","161,700,000","172,600,000","161,300,000","146,900,000","159,900,000","177,700,000","167,600,000","156,900,000","191,000,000","179,500,000","189,600,000","69,400,000","77,000,000","82,800,000","88,700,000","80,300,000","76,500,000","85,800,000","82,700,000","81,900,000","83,000,000","70,200,000","67,200,000","70,000,000","62,800,000","67,800,000","74,100,000","73,100,000","64,600,000","60,300,000","50,400,000","22,900,000","22,300,000","24,400,000","22,800,000","18,200,000","14,900,000","22,900,000","18,000,000","12,800,000","32,100,000","31,300,000","28,800,000","20,600,000","23,900,000","25,800,000","36,500,000","28,500,000",,,,,,
			Payables,"151,900,000","157,600,000","164,500,000","177,800,000","165,200,000","161,900,000","143,100,000","147,100,000","154,800,000","144,100,000","128,600,000","139,500,000","141,700,000","137,300,000","149,300,000","140,400,000","142,600,000","148,900,000","134,200,000","146,000,000","140,100,000","175,000,000","131,200,000","128,000,000","131,800,000","135,900,000","108,300,000","114,200,000","125,200,000","115,700,000","104,300,000","121,300,000","119,200,000","141,700,000","113,900,000","108,700,000","107,800,000","83,000,000","82,600,000","87,700,000","78,600,000","74,300,000","70,800,000","74,700,000","103,000,000","120,500,000","121,500,000","143,800,000","162,800,000","144,200,000","103,400,000","100,600,000","98,100,000","104,000,000","92,200,000","95,600,000","102,600,000","94,500,000","86,000,000","90,800,000","97,700,000","94,800,000","81,200,000","81,400,000","81,500,000","64,100,000","65,700,000","72,600,000","73,900,000","54,900,000","56,000,000","60,200,000","63,400,000","58,600,000","89,000,000","75,500,000","88,000,000","69,400,000","77,000,000","82,800,000","88,700,000","80,300,000","76,500,000","85,800,000","82,700,000","81,900,000","83,000,000","70,200,000","67,200,000","70,000,000","62,800,000","67,800,000","74,100,000","73,100,000","64,600,000","60,300,000","50,400,000","22,900,000","22,300,000","24,400,000","22,800,000","18,200,000","14,900,000","22,900,000","18,000,000","12,800,000","32,100,000","31,300,000","28,800,000","20,600,000","23,900,000","25,800,000","36,500,000","28,500,000",,,,,,
				AccountsPayable,"151,900,000","157,600,000","164,500,000","177,800,000","165,200,000","161,900,000","143,100,000","147,100,000","154,800,000","144,100,000","128,600,000","139,500,000","141,700,000","137,300,000","149,300,000","140,400,000","142,600,000","148,900,000","134,200,000","146,000,000","140,100,000","175,000,000","131,200,000","128,000,000","131,800,000","135,900,000","108,300,000","114,200,000","125,200,000","115,700,000","104,300,000","121,300,000","119,200,000","141,700,000","113,900,000","108,700,000","107,800,000","83,000,000","82,600,000","87,700,000","78,600,000","74,300,000","70,800,000","74,700,000","103,000,000","120,500,000","121,500,000","143,800,000","162,800,000","144,200,000","103,400,000","100,600,000","98,100,000","104,000,000","92,200,000","95,600,000","102,600,000","94,500,000","86,000,000","90,800,000","97,700,000","94,800,000","81,200,000","81,400,000","81,500,000","64,100,000","65,700,000","72,600,000","73,900,000","54,900,000","56,000,000","60,200,000","63,400,000","58,600,000","89,000,000","75,500,000","88,000,000","69,400,000","77,000,000","82,800,000","88,700,000","80,300,000","76,500,000","85,800,000","82,700,000","81,900,000","83,000,000","70,200,000","67,200,000","70,000,000","62,800,000","67,800,000","74,100,000","73,100,000","64,600,000","60,300,000","50,400,000","22,900,000","22,300,000","24,400,000","22,800,000","18,200,000","14,900,000","22,900,000","18,000,000","12,800,000","32,100,000","31,300,000","28,800,000","20,600,000","23,900,000","25,800,000","36,500,000","28,500,000",,,,,,
			CurrentAccruedExpenses,"106,700,000","63,400,000","102,600,000","105,300,000","112,900,000","79,600,000","50,400,000","68,600,000","46,900,000","40,700,000","125,000,000","127,000,000","128,900,000","63,500,000","122,600,000","130,400,000","120,700,000","80,900,000","143,300,000","134,900,000","139,200,000","67,900,000","125,700,000","136,800,000","129,300,000","40,600,000","130,200,000","94,500,000","106,700,000","44,200,000","108,100,000","100,900,000","87,100,000","35,700,000","94,900,000","109,100,000","89,300,000","95,300,000","103,800,000","99,400,000","81,600,000","93,900,000","85,300,000","85,100,000","91,900,000","98,700,000","80,500,000","87,100,000","77,200,000","96,300,000","126,100,000","131,100,000","111,000,000","95,600,000","93,800,000","94,000,000","88,600,000","98,300,000","108,900,000","92,600,000","91,100,000","115,900,000","115,100,000","108,100,000","92,700,000","91,800,000","96,000,000","100,000,000","87,400,000","92,000,000","103,900,000","117,500,000","104,200,000","98,300,000","102,000,000","104,000,000","101,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700,000",,,,"6,900,000",,,,"9,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"50,700,000","74,400,000","70,600,000","66,900,000","62,100,000","75,800,000","68,100,000","68,800,000","64,700,000","73,000,000",,,,"66,800,000",,,,"62,800,000",,,,"66,400,000",,,,"89,200,000",,,,"58,800,000",,,,"57,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"600,000","9,500,000","9,300,000","9,700,000","9,700,000","9,400,000","9,300,000","9,300,000","4,400,000","4,300,000","4,200,000","4,300,000","4,200,000","4,300,000","4,700,000","800,000","900,000",,,,"200,000","1,300,000","2,800,000","2,800,000","2,800,000","3,000,000","4,800,000","5,000,000","15,400,000","16,600,000","17,100,000","19,200,000","14,500,000","12,600,000","11,900,000","9,300,000","11,400,000","27,600,000","10,500,000","7,000,000","4,400,000","33,500,000","3,500,000","13,200,000","6,600,000","2,100,000","1,900,000","1,700,000","600,000","400,000","1,800,000","2,000,000","2,200,000","2,500,000","5,000,000","5,100,000","6,500,000","3,000,000","3,900,000","5,400,000","4,600,000","1,000,000","3,800,000","1,000,000","500,000","2,100,000","2,700,000","9,000,000","9,000,000","621,700,000","63,300,000","16,500,000","17,300,000","17,400,000","19,000,000","18,900,000","16,700,000","22,100,000","26,600,000","29,700,000","26,400,000","34,300,000","35,700,000","29,500,000","22,400,000","26,900,000","18,200,000","16,100,000","13,200,000","13,900,000","16,300,000","25,600,000","18,700,000","23,800,000","17,800,000","19,600,000","6,800,000","1,800,000","45,500,000","45,000,000","33,600,000","24,700,000","20,400,000","14,900,000","22,000,000","24,600,000",,"42,200,000","41,200,000","21,900,000","32,300,000","34,700,000","28,800,000","25,100,000","27,200,000","27,000,000","13,600,000","4,100,000","10,900,000","10,400,000"
			CurrentDebt,,"8,900,000","8,700,000","9,000,000","9,000,000","9,100,000","9,300,000","9,300,000","4,400,000","4,300,000","4,200,000","4,100,000","3,800,000","3,800,000","3,900,000",,,,,,"200,000","1,300,000","2,800,000","2,800,000","2,800,000","3,000,000","4,800,000","5,000,000","15,400,000","14,800,000","17,100,000","19,200,000","14,500,000","12,600,000","11,900,000","9,300,000","11,400,000","27,600,000","10,500,000","7,000,000","4,400,000","33,500,000","3,500,000","13,200,000","6,600,000","2,100,000","1,900,000","1,700,000","600,000","400,000","1,800,000","2,000,000","2,200,000","2,500,000","5,000,000","5,100,000","6,500,000","3,000,000","3,900,000","5,400,000","4,600,000","1,000,000","3,800,000","1,000,000","500,000","2,100,000","2,700,000","9,000,000","9,000,000","621,700,000","63,300,000","16,500,000","17,300,000","17,400,000","19,000,000","18,900,000","16,700,000","22,100,000","26,600,000","29,700,000","26,400,000","34,300,000","35,700,000","29,500,000","22,400,000","26,900,000","18,200,000","16,100,000","13,200,000","13,900,000","16,300,000","25,600,000","18,700,000","23,800,000","17,800,000","19,600,000","6,800,000","1,800,000","45,500,000","45,000,000","33,600,000","24,700,000","20,400,000","14,900,000","22,000,000","24,600,000",,"42,200,000","41,200,000","21,900,000","32,300,000","34,700,000","28,800,000","25,100,000","27,200,000","27,000,000","13,600,000","4,100,000","10,900,000","10,400,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,100,000","1,900,000","1,700,000","600,000","400,000","1,800,000","2,000,000","2,200,000","2,500,000","5,000,000","5,100,000","6,500,000","3,000,000","3,900,000","5,400,000","4,600,000","1,000,000","3,800,000","1,000,000","500,000","2,100,000","2,700,000","9,000,000","9,000,000","621,700,000","63,300,000","16,500,000","17,300,000","17,400,000",,"18,900,000","16,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,,,,,,,,,,,,,,,,,,"0","0","0","200,000","1,300,000","2,800,000","2,800,000","2,800,000","3,000,000","4,800,000","5,000,000","5,400,000","4,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,"8,900,000","8,700,000","9,000,000","9,000,000","9,100,000","9,300,000","9,300,000","4,400,000","4,300,000","4,200,000","4,100,000","3,800,000","3,800,000","3,900,000",,,,,,,,,,,,,,"10,000,000","10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"600,000","600,000","600,000","700,000","700,000","300,000",,,,"0","0","200,000","400,000","500,000","800,000","800,000","900,000",,,,,,,,,"0",,,"0","1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,"17,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,900,000",,,,"3,400,000",,"12,400,000",,"17,200,000",,,,,,,,"4,300,000",,,,"5,900,000",,,,"10,500,000",,,,"33,400,000",,,,"106,400,000","97,500,000","103,000,000","94,800,000","95,900,000","105,300,000","102,900,000","111,100,000","110,600,000","108,800,000","95,300,000","89,100,000","102,500,000","94,300,000","97,000,000","80,100,000","91,900,000","90,400,000","96,000,000","54,700,000","41,800,000","42,400,000","46,800,000","53,100,000","56,100,000","28,400,000","38,500,000","39,800,000","40,300,000","165,700,000","34,700,000","38,300,000","40,100,000","25,600,000","25,000,000","24,500,000","29,400,000","56,300,000","65,600,000","57,800,000","63,500,000","40,600,000","32,200,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,702,300,000","1,359,900,000","1,390,400,000","1,393,000,000","1,443,700,000","1,175,400,000","1,208,300,000","1,142,500,000","1,051,400,000","1,023,700,000","1,052,700,000","1,026,200,000","1,038,000,000","883,800,000","854,600,000","872,900,000","839,900,000","715,200,000","767,900,000","672,200,000","642,200,000","575,900,000","572,900,000","523,600,000","475,800,000","407,000,000","398,300,000","440,100,000","380,300,000","373,700,000","388,500,000","381,400,000","381,800,000","326,400,000","311,100,000","315,800,000","349,400,000","392,800,000","418,900,000","457,500,000","464,600,000","469,300,000","477,800,000","474,700,000","472,900,000","476,900,000","474,700,000","483,100,000","454,600,000","388,600,000","404,700,000","476,800,000","501,400,000","492,000,000","488,000,000","481,700,000","503,900,000","474,100,000","551,900,000","608,700,000","633,200,000","585,200,000","633,600,000","642,700,000","642,500,000","652,200,000","646,800,000","677,500,000","678,300,000","56,400,000","636,100,000","690,700,000","724,400,000","714,300,000","721,000,000","738,700,000","712,000,000","697,800,000","699,600,000","693,900,000","809,800,000","781,300,000","820,000,000","851,400,000","879,700,000","882,400,000","884,200,000","374,000,000","385,600,000","375,300,000","399,500,000","355,600,000","348,100,000","333,600,000","339,700,000","328,000,000","178,400,000","115,700,000","68,200,000","71,200,000","85,200,000","78,000,000","181,300,000","187,900,000","171,600,000","169,900,000","50,300,000","112,400,000","111,600,000","124,000,000","104,300,000","115,100,000","120,700,000","138,400,000","129,700,000","117,400,000","114,400,000","81,100,000","81,200,000","58,100,000"
		LongTermDebtAndCapitalLeaseObligation,"1,389,500,000","1,050,600,000","1,115,200,000","1,115,800,000","1,160,000,000","947,400,000","980,700,000","930,100,000","835,600,000","805,600,000","829,600,000","817,300,000","837,000,000","684,400,000","670,200,000","706,800,000","687,600,000","576,500,000","595,400,000","508,000,000","480,000,000","415,000,000","430,000,000","395,000,000","352,000,000","292,000,000","262,000,000","309,000,000","258,500,000","240,000,000","279,300,000","280,700,000","294,800,000","238,300,000","236,900,000","242,100,000","268,400,000","304,600,000","321,100,000","356,800,000","358,600,000","358,800,000","388,800,000","390,800,000","392,000,000","392,500,000","393,100,000","393,800,000","371,100,000","315,500,000","322,800,000","401,900,000","419,400,000","409,800,000","426,800,000","422,500,000","446,300,000","416,800,000","422,400,000","447,900,000","478,400,000","430,400,000","453,600,000","465,100,000","469,800,000","481,300,000","484,600,000","517,800,000","522,900,000",,"588,900,000","641,600,000","674,100,000","668,500,000","675,000,000","691,600,000","663,200,000","627,100,000","628,900,000","622,800,000","738,300,000","712,500,000","776,500,000","808,700,000","812,900,000","838,100,000","838,800,000","337,300,000","350,200,000","339,500,000","360,000,000","281,500,000","306,700,000","254,900,000","290,100,000","278,100,000","112,100,000","88,300,000",,,,"50,300,000","49,200,000","65,000,000","49,200,000","5,200,000","8,400,000","112,400,000","111,500,000","95,600,000","104,300,000","115,100,000",,"121,100,000","129,700,000","117,400,000","100,500,000","81,000,000","80,400,000","53,300,000"
			LongTermDebt,"1,387,300,000","1,048,600,000","1,113,200,000","1,113,600,000","1,157,900,000","946,600,000","980,700,000","930,100,000","835,600,000","805,600,000","829,600,000","817,300,000","837,000,000","684,400,000","670,200,000","706,600,000","687,600,000","576,500,000","595,400,000","508,000,000","480,000,000","415,000,000","430,000,000","395,000,000","352,000,000","292,000,000","262,000,000","309,000,000","258,500,000","240,000,000","279,300,000","280,700,000","294,800,000","238,300,000","236,900,000","242,100,000","266,300,000","304,600,000","318,800,000","354,500,000","355,900,000","358,800,000","385,800,000","390,800,000","392,000,000","392,500,000","393,100,000","393,800,000","371,100,000","315,500,000","322,800,000","401,900,000","419,400,000","409,800,000","426,800,000","422,500,000","446,300,000","416,800,000","422,400,000","447,900,000","478,400,000","430,400,000","453,600,000","465,100,000","469,800,000","481,300,000","484,600,000","517,800,000","522,900,000",,"588,900,000","641,600,000","674,100,000","668,500,000","675,000,000","691,600,000","663,200,000","627,100,000","628,900,000","622,800,000","738,300,000","712,500,000","776,500,000","808,700,000","812,900,000","838,100,000","838,800,000","337,300,000","350,200,000","339,500,000","360,000,000","281,500,000","306,700,000","254,900,000","290,100,000","278,100,000","112,100,000","88,300,000",,,,"50,300,000","49,200,000","65,000,000","49,200,000","5,200,000","8,400,000","112,400,000","111,500,000","95,600,000","104,300,000","115,100,000",,"121,100,000","129,700,000","117,400,000","100,500,000","81,000,000","80,400,000","53,300,000"
			LongTermCapitalLeaseObligation,"2,200,000","2,000,000","2,000,000","2,200,000","2,100,000","800,000",,,,,,,,,,"200,000",,,,,,,,,,,,,,,,,,,,,"2,100,000",,"2,300,000","2,300,000","2,700,000",,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
