name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998
			AccumulatedDepreciation,,,"-7,444,862,000","-6,988,538,000","-7,013,678,000",,,,"-4,902,176,000",,,,"-4,832,294,345.383",,"-4,834,877,061.69",,"-4,382,896,004.914",,,,"-10,010,461,278.782",,,,"-10,731,707,963.768",,,,"-11,263,429,217.957",,,,"-10,337,808,296.143",,,,"-9,967,273,110.123",,,,"-9,037,046,437.174",,,,"-12,264,891,141.075","-12,826,487,679.665","-12,486,471,573.139","-13,090,106,359.483","-12,139,836,322.298","-11,733,603,886.599","-11,299,527,157.542","-10,955,134,589.061","-10,820,785,967.043","-10,642,986,960.741","-10,237,287,835.577","-10,124,636,090.297","-10,013,678,337.142","-9,680,975,792.826","-9,057,619,621.924","-8,943,006,391.95","-9,091,434,858.469","-8,365,500,403.314","-8,248,683,235.276","-8,414,318,617.801","-8,144,411,159.72","-8,069,590,817.891","-7,320,087,694.948","-6,857,282,029.361","-48,091,826.193","-6,853,466,083.09","-6,778,471,627.988","-6,748,527,213.995","-36,940,804.465","-6,330,148,634.289","-6,422,424,356.53","-6,338,209,759.705","-6,287,890,901.701","-5,815,792,345.287","-6,165,602,367.523","-6,299,114,680.421","-5,965,183,668.299","-4,797,318,171.831","-4,794,239,951.714","-4,810,536,284.856","-4,682,658,865.251"
		GoodwillAndOtherIntangibleAssets,"6,700,922,000",,"7,093,171,000","7,029,424,000","7,032,859,000",,,,"4,395,654,000",,,,"2,528,202,050.975",,"2,465,736,119.106",,"2,010,093,624.564",,,,"4,255,458,349.29",,,,"4,837,173,304.263",,"5,015,790,101.848","5,534,070,894.879","5,310,144,795.528","5,352,524,230.931","5,024,175,951.768","5,771,755,174.604","5,668,880,124.001","5,696,156,703.734","6,404,207,366.058","6,184,853,747.839","6,122,881,401.487","2,972,678,608.194","2,873,834,246.159","2,796,564,292.428","5,809,471,624.764","2,719,152,797.281","2,665,659,452.666","2,408,993,610.905","1,137,216,409.926","1,297,007,992.123","1,327,911,483.402","1,644,562,156.774","1,478,901,717.175","1,437,971,662.079","1,279,139,398.451","1,280,842,829.449","1,400,652,623.784","1,255,475,029.118","1,240,942,667.872","1,386,948,184.288","1,521,009,554.135","1,407,789,395.466","1,275,421,394.313","1,268,129,407.477","1,465,639,031.675","1,225,430,663.364","1,217,603,475.774","1,275,006,090.671","1,442,429,713.257","1,289,094,732.805","1,103,485,987.387","987,594,912.552","1,288,659,987.333","1,567,452,427.496","1,658,427,382.986","1,727,596,977.259","2,037,611,960.677","1,681,834,218.598","1,926,453,914.995","1,889,907,857.785","1,951,394,336.388","1,991,618,912.544","1,792,742,955.103","1,920,474,003.664","1,973,563,112.49",,,,"497,124,904.967"
			Goodwill,"1,173,043,000",,"1,226,664,000","1,206,692,000","1,205,570,000",,,,"713,175,000",,,,"715,688,197.961",,"724,020,336.921",,"626,320,654.642",,,,"2,327,908,469.419",,,,"2,607,408,620.593",,"2,666,291,114.404","2,945,159,450.023","2,855,748,232.422","2,937,661,188.369","2,749,815,723.602","2,917,114,997.165","2,843,111,404.305","2,850,757,126.864","3,122,425,243.451","3,054,157,314.118","3,086,975,818.073",,,,"2,959,164,670.093",,,,"930,459,534.873","1,095,149,024.326","1,130,389,600.425","1,442,642,041.77","1,287,486,248.463","1,256,956,347","1,212,423,505.906","1,108,332,602.556","1,230,206,437.649","1,195,187,599.8","1,179,411,997.801",,"1,362,123,669.045",,,,"1,320,363,174.837",,,,"1,312,628,122.986",,,,"1,176,348,728.613",,,,"1,932,293,821.636",,,,,,,,,,,,
			OtherIntangibleAssets,"5,527,879,000",,"5,866,507,000","5,822,732,000","5,827,289,000",,,,"3,682,479,000",,,,"1,812,513,853.014",,"1,741,715,782.185",,"1,383,772,969.922",,,,"1,927,549,879.871",,,,"2,229,764,683.67",,"2,349,498,987.445","2,588,911,444.856","2,454,396,563.106","2,414,863,042.562","2,274,360,228.166","2,854,640,177.44","2,825,768,719.696","2,845,399,576.87","3,281,782,122.607","3,130,696,433.72","3,035,905,583.414","2,972,678,608.194","2,873,834,246.159","2,796,564,292.428","2,850,306,954.672","2,719,152,797.281","2,665,659,452.666","2,408,993,610.905","206,756,875.053","201,858,967.797","197,521,882.977","201,920,115.003","191,415,468.712","181,015,315.079","66,715,892.545","172,510,226.893","170,446,186.135","60,287,429.317","61,530,670.071","1,386,948,184.288","158,885,885.09","1,407,789,395.466","1,275,421,394.313","1,268,129,407.477","145,275,856.838","1,225,430,663.364","1,217,603,475.774","1,275,006,090.671","129,801,590.27","1,289,094,732.805","1,103,485,987.387","987,594,912.552","112,311,258.72","1,567,452,427.496","1,658,427,382.986","1,727,596,977.259","105,318,139.041","1,681,834,218.598","1,926,453,914.995","1,889,907,857.785","1,951,394,336.388","1,991,618,912.544","1,792,742,955.103","1,920,474,003.664","1,973,563,112.49",,,,"497,124,904.967"
		InvestmentProperties,"10,254,000",,"10,795,000","10,626,000","11,708,000",,,,,,,,,,,,"0",,,,"14,049,027.209",,,,"85,266,393.015",,"90,127,139.135","101,223,103.313","95,722,858.494",,"74,027,079.289","76,223,219.665","73,284,224.903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"3,051,789,000",,"2,929,929,000","2,770,883,000","2,729,342,000",,,,"1,730,184,000",,,,"1,032,422,089.926",,"967,878,227.742",,"732,509,229.225",,,,"985,386,326.295",,,,"1,396,906,203.403",,"1,340,689,927.129","1,451,029,116.035","854,572,592.665","106,866,835.23","361,994,656.525","356,728,768.43","308,207,186.986","92,405,799.898","103,206,059.453","225,226,468.829","98,482,484.442","84,875,437.513","82,578,350.829","96,949,874.35","103,503,714.655","97,135,219.903","90,461,300.09","329,422,344.44","232,373,504.783","232,722,357.919","184,355,026.112",,"165,002,525.964",,,,"216,472,274.26",,,,"192,047,073.07",,,,"434,624,065.323",,,,"527,595,914.705",,,,"490,839,756.65",,,,"465,664,685.943",,,,,,,,,,,,
			LongTermEquityInvestment,"1,978,000",,"1,709,000","2,180,000","2,596,000",,,,"2,747,000",,,,"1,772,301.851",,"47,174,956.119",,"43,654,227.336",,,,"121,495,455.71",,,,"471,353,671.529",,"431,019,175.862","455,412,814.936","24,840,435.281",,"23,764,089.772","21,509,009.905","25,406,264.445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"3,049,811,000",,"2,928,220,000","2,768,703,000","2,726,746,000",,,,"1,727,437,000",,,,"1,030,649,788.074",,"920,703,271.623",,"688,855,001.889",,,,"863,890,870.585",,,,"925,552,531.874",,"909,670,751.267","995,616,301.1","829,732,157.385",,"338,230,566.753","335,219,758.525","282,800,922.541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				FinancialAssetsDesignatedasFairValueThroughProfitorLossTotal,,,"12,000","12,000",,,,,"0",,,,"479,301.533",,"1,114,801.283",,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"3,049,811,000",,"2,928,208,000","2,413,549,000","2,726,746,000",,,,"1,727,410,000",,,,"1,030,116,235.868",,"919,527,336.481",,"688,799,062.959",,,,"820,429,217.467",,,,"859,304,544.141",,"909,670,751.267","995,616,301.1","774,558,835.721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,,"0","355,142,000","0",,,,"27,000",,,,"54,250.674",,"61,133.86",,"55,938.93",,,,"43,461,653.117",,,,"66,247,987.734",,,,"55,173,321.663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,"64,598,000","76,606,000","69,729,000",,,,"24,830,000",,,,"0",,"2,565.49",,"1,379,763.956",,,,"11,964,631.722",,,,"8,366,661.392",,,,"66,064,310.429",,,,,,,,,,,,"4,411,174.884","63,700","2,342,100.002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"588,804,000",,"760,889,000","723,267,000","908,160,000",,,,"715,562,000",,,,"538,271,430.426",,"529,102,877.598",,"562,662,400.627",,,,"482,011,658.867",,,,"423,786,778.276",,"468,380,115.504","484,525,691.902","414,074,492.395","1,001,045,090.603","961,265,440.772","830,025,476.348","853,717,589.819","774,014,129.149","769,590,805.921","743,824,476.132","667,897,035.732","445,797,817.583","415,803,286.171",,,"1,093,819.999","1,063,750.001","975,834.998","176,679,672.819","189,732,371.749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"403,809,779.585","384,300,482.341","408,016,699.592","191,180,850.191","222,380,619.622","314,961,105.258","372,307,645.471","403,805,177.865",,"392,639,987.268",,,,"258,186,861.226",,,,"275,081,990.269",,,,"226,638,158.387",,,,"215,186,744.387",,,,"174,680,510.856",,,,"149,689,407.576",,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,"847,000",,"1,327,000","1,490,000","1,652,000",,,,"2,845,000",,,,"359,971.588",,"408,753.977",,"501,233.849",,,,"802,898.245",,,,"0",,"0","1,030,206.655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,088,234,000",,"447,030,000","430,955,000","433,037,000",,,,"200,371,000",,,,"180,782,036.805",,"207,525,628.55",,"154,148,282.029",,,,"319,502,490.023",,,,"399,261,756.901",,"442,815,335.749","703,643,864.258","668,441,575.461","938,929,624.947","776,070,362.55","798,309,686.487","731,647,810.501","830,586,419.086","954,971,724.939","919,328,125.219","946,005,819.814","907,434,630.43","889,065,114.864","912,808,609.411","896,601,045.966","900,144,699.1","883,782,000.884","788,351,198.66",,"0",,,,,,"18,887,813.236","23,004,076.612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,088,234,000",,"447,030,000","430,955,000","433,037,000",,,,"200,371,000",,,,"180,782,036.805",,"207,525,628.55",,"154,148,282.029",,,,"319,502,490.023",,,,"399,261,756.901",,"442,815,335.749","703,643,864.258","668,441,575.461","938,929,624.947","776,070,362.55","798,309,686.487","731,647,810.501","830,586,419.086","954,971,724.939","919,328,125.219","946,005,819.814","907,434,630.43","889,065,114.864","912,808,609.411","896,601,045.966","900,144,699.1","883,782,000.884","788,351,198.66",,"0",,,,,,"18,887,813.236","23,004,076.612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,644,072.207","1,556,099.998","5,709,100.006","523,074.999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"2,735,890,000",,"2,915,927,000","1,147,675,000","1,140,708,000",,,,"464,501,000",,,,"108,547,982.479","11,969,156,861.004","133,819,981.667","11,179,323,973.292","109,363,417.996",,,,"128,380,196.166",,,,"159,774,467.34",,"177,780,018.293","182,312,661.742","179,157,146.667","331,786,767.804",,,,"306,491,969.663","394,022,427.912","234,950,168.778","348,413,485.182","3,432,653,901.585","3,150,524,874.487","3,168,146,329.298","239,830,965.463","223,408,639.777","441,324,900.441","190,512,489.676","213,509,116.312","363,537,192.436","429,693,589.6","984,917,848.599","312,279,729.178","994,233,417.128","1,174,550,213.301","1,169,861,933.185","606,194,945.491","1,195,369,218.666","1,151,704,805.884","891,157,455.197","548,080,387.381","1,210,450,408.215","1,157,677,450.054","1,121,149,035.858","219,618,338.443","878,512,799.207","928,764,833.345","1,015,232,929.59","321,611,695.094","1,303,189,737.801","1,119,802,176.536","984,074,959.275","152,447,540.887","934,929,630.206","1,225,817,879.714","1,290,862,802.936","244,212,818.097","986,307,460.388","938,899,383.649","1,037,848,534.345","1,049,236,413.634","1,211,411,549.148","1,057,131,048.484","1,198,543,994.987","1,244,162,930.538","-0",,,"1,950,912,603.292"
TotalLiabilitiesNetMinorityInterest,"17,530,198,000","16,028,000,000","20,235,006,000","19,087,216,000","18,564,456,000","17,788,000,000","18,371,000,000","12,169,000,000","11,890,483,000","10,978,000,000","10,194,000,000","10,731,000,000","8,983,408,649.169","8,331,938,345.009","8,171,305,826.549","7,953,639,365.228","10,235,677,848.897","9,785,660,229.357","10,856,445,617.37","11,804,085,225.144","12,609,470,808.538","12,018,685,491.155","12,084,559,072.87","11,983,018,308.017","12,673,378,934.727","11,591,464,386.404","11,665,423,618.012","13,465,318,209.532","12,962,292,685.001","12,720,530,973.451","12,308,445,571.839","13,289,734,021.525","13,167,391,326.828","12,845,798,575.87","13,454,826,048.689","13,377,866,390.435","13,567,897,832.022","13,309,728,227.301","12,821,139,510.117","13,387,176,044.045","13,468,112,436.563","13,539,573,306.46","12,954,739,712.955","12,620,808,458.545","11,001,571,753.494","16,935,285,413.894","12,366,188,653.37","12,334,201,625.858","11,631,922,207.992","10,906,981,573.832","10,645,207,060.22","10,290,709,578.493","9,995,776,051.203","15,014,373,453.097","9,511,094,032.108","9,537,847,401.884","9,433,615,124.653","8,832,142,322.889","8,499,756,846.027","8,593,589,943.744","8,681,338,721.549","7,974,301,286.737","7,930,849,678.722","8,484,944,613.96","8,132,593,227.541","8,733,407,829.806","8,954,664,550.194","10,188,589,658.517","10,500,194,474.067","10,552,027,700.576","10,775,142,318.096","11,070,616,423.213","10,975,369,916.776","10,562,231,989.477","11,047,665,987.481","11,033,468,520.765","11,260,862,908.084","12,716,043,616.778","12,833,889,461.49","13,164,959,437.001","12,881,549,625.16","12,714,608,483.654","14,929,079,692.322","2,999,264,665.913","8,291,110,085.302"
	CurrentLiabilities,"6,735,932,000","5,983,000,000","9,002,761,000","9,682,037,000","9,650,756,000","7,514,000,000","8,265,000,000","5,354,000,000","4,934,335,000","4,373,000,000","3,956,000,000","4,308,000,000","3,827,087,036.002","3,795,150,924.952","3,720,282,941.986","3,777,267,707.734","6,352,586,911.483","3,710,166,071.13","4,066,469,166.506","4,945,485,101.207","5,271,456,239.336","4,429,452,689.369","4,228,382,613.509","5,071,688,434.928","5,664,393,422.436","4,711,825,753.824","5,154,601,490.516","5,941,375,602.727","4,857,468,943.856","4,450,967,130.215","3,909,145,482.472","4,984,717,568.067","4,738,249,585.7","4,426,134,675.131","4,619,167,715.518","4,391,117,337.166","5,031,209,940.709","4,326,302,244.184","3,832,009,736.802","4,201,494,369.737","4,327,108,852.24","3,963,847,156.036","4,052,704,354.053","4,246,662,412.781","3,952,246,885.852","3,617,464,595.289","4,219,919,583.788","3,815,792,164.088","3,494,440,416.285","3,127,204,059.675","2,594,501,597.382","2,774,568,386.671","2,628,233,739.487","1,534,025,188.332","2,809,950,036.414","2,905,963,805.787","2,868,394,592.882","2,128,247,055.411","1,840,198,701.575","1,798,885,443.331","1,833,859,630.529","1,669,173,634.342","1,714,016,436.542","1,859,770,689.418","1,895,868,032.433","1,846,899,045.565","2,208,484,602.916","3,290,448,507.555","2,986,106,049.306","3,127,686,897.611","2,618,673,442.164","2,448,727,547.662","2,408,025,266.737","1,998,615,445.151","2,223,013,516.605","2,040,687,113.436","2,598,665,991.213","2,546,872,838.094","2,256,606,484.852","2,476,189,891.064","2,458,830,440.167","2,546,585,397.937","4,890,565,552.145","713,224,889.024","1,370,022,347.095"
		PayablesAndAccruedExpenses,"4,635,283,000",,"6,322,656,000","6,894,873,000","6,737,754,000",,,,"3,951,584,000",,,,"2,844,632,478.98",,"2,273,840,181.843",,"2,404,514,835.498",,,,"4,204,249,282.922",,,,"3,570,390,671.73",,"2,595,649,255.082","3,441,568,554.498","3,127,776,656.231","2,728,042,562.158","2,640,956,004.647","3,239,681,805.745","3,135,223,171.008","2,744,033,966.982","2,847,723,824.907","2,533,748,546.825","3,177,550,124.992","2,512,798,023.471","2,256,115,928.8","2,719,334,727.311","2,510,557,147.105","2,332,599,357.667","2,247,078,452.247","3,929,498,888.32","2,538,924,521.305","2,454,377,829.695","3,003,759,871.241","1,262,802,721.743","1,584,296,847.699","1,037,028,741.139","959,942,224.064","909,032,987.298","2,344,073,924.954","438,696,858.832","776,647,726.901","725,127,509.471","2,010,548,073.957","566,627,707.14","513,881,709.312","498,006,987.984","855,484,335.356","478,361,064.444","486,276,535.501","377,852,904.447","709,297,542.638","417,469,279.398","341,018,450.596","312,460,242.712","2,012,175,166.709","287,006,851.852","353,569,846.503","403,312,810.922","2,142,332,136.394","330,072,558.015","410,264,391.983","387,554,208.231","480,072,172.867","233,899,159.414",,,"256,599,753.646",,,,"204,824,833.194"
			Payables,"4,635,283,000",,"6,322,656,000","6,894,873,000","6,737,754,000",,,,"3,951,584,000",,,,"2,844,632,478.98",,"2,136,269,973.261",,"2,310,371,954.333",,,,"4,130,827,941.45",,,,"3,570,390,671.73",,"2,595,649,255.082","3,441,568,554.498","3,127,776,656.231","2,728,042,562.158","2,640,956,004.647","3,239,681,805.745","3,135,223,171.008","2,744,033,966.982","2,847,723,824.907","2,533,748,546.825","3,177,550,124.992","2,512,798,023.471","2,256,115,928.8","2,719,334,727.311","2,510,557,147.105","2,323,652,237.676","2,237,970,902.238","2,222,627,991.222","2,381,984,657.585","2,281,258,457.011","2,846,440,765.852","1,087,978,617.043","1,413,504,496.725","879,419,570.762","818,503,051.427","775,778,745.228","1,584,802,960.051","363,166,489.221","660,457,074.289","583,689,933.962","1,076,875,739.926","459,817,739.455","423,285,890.907","409,192,820.854","775,684,725.395","478,361,064.444","486,276,535.501","377,852,904.447","618,967,037.711","337,782,649.142","341,018,450.596","312,460,242.712","1,894,291,881.963","287,006,851.852","353,569,846.503","403,312,810.922","2,024,896,569.093","330,072,558.015","410,264,391.983","387,554,208.231","480,072,172.867","233,899,159.414",,,"256,599,753.646",,,,"204,824,833.194"
				AccountsPayable,"3,920,045,000",,"1,950,701,000","2,057,587,000","2,106,720,000",,,,"1,780,848,000",,,,"1,193,258,709.142",,"1,308,785,870.012",,"1,451,978,265.245",,,,"2,664,893,176.278",,,,"2,069,128,634.731",,"2,162,246,529.242","2,807,580,226.654","1,941,861,209.906","327,758,112.094","2,187,309,509.002","2,446,885,549.234","756,928,309.405","240,094,639.736","306,314,458.377","2,533,748,546.825","309,742,723.09","186,423,718.345","149,695,724.935","309,016,094.688","220,664,841.166","1,960,092,678.04","1,926,153,401.926","1,910,094,966.753","978,777,060.48","957,115,109.781","1,172,282,241.996","1,087,978,617.043","1,033,629,734.882","879,419,570.762","818,503,051.427","775,778,745.228","983,163,883.896","363,166,489.221","660,457,074.289","583,689,933.962","630,907,586.318","459,817,739.455","423,285,890.907","409,192,820.854","455,404,501.757","478,361,064.444","486,276,535.501","377,852,904.447","407,459,384.073","337,782,649.142","341,018,450.596","312,460,242.712","339,619,325.735","287,006,851.852","353,569,846.503","403,312,810.922","431,428,644.355","330,072,558.015","410,264,391.983","387,554,208.231","480,072,172.867","233,899,159.414",,,"256,599,753.646",,,,"204,824,833.194"
				TotalTaxPayable,"220,727,000",,"345,654,000","394,511,000","413,646,000",,,,"695,981,000",,,,"564,253,348.254",,"261,004,724.397",,"320,947,019.166",,,,"351,456,873.266",,,,"490,167,089.61",,"277,134,487.34","372,655,000.05","364,248,685.954","341,571,849.979","229,453,837.797","432,913,798.095","454,182,584.743","303,466,529.666","202,746,148.925",,"308,623,308.641","240,829,730.286","261,286,703.18","464,434,383.932","365,198,058.794","363,559,559.636","311,817,500.312","312,533,024.469","142,494,556.584","70,342,278.278","56,123,275.425",,"36,832,894.462",,,,"268,387,657.739",,,,"129,533,135.822",,,,"97,953,803.216",,,,"80,466,974.334",,,,"38,214,455.992",,,,"113,523,507.247",,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234,245,340.659","363,559,559.636","311,817,500.312","312,533,024.469","142,494,556.584","70,342,278.278","56,123,275.425",,"36,832,894.462",,,,"268,387,657.739",,,,"129,533,135.822",,,,"97,953,803.216",,,,"80,466,974.334",,,,"38,214,455.992",,,,"113,523,507.247",,,,,,,,,,,,
				DividendsPayable,,,"128,871,000","340,178,000","218,424,000",,,,"69,597,000",,,,"139,103,663.463",,"142,301,120.091",,"150,209,929.259",,,,"540,144,204.389",,,,"325,919,661.274",,,,"239,329,467.914",,,,,,,,,,,,"228,680,929.729",,,,"9,133,009.15","196,238,658.775","199,341,150.959",,"66,034,716.272",,,,"140,261,394.314",,,,"33,986,922.494",,,,"6,119,101.751",,,,"5,312,677.745",,,,"20,201,233.627",,,,"10,295,673.033",,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,"494,511,000",,"3,193,778,000","3,350,972,000","3,300,927,000",,,,"613,308,000",,,,"500,361,950.349",,"60,598,105.56",,"154,955,485.877",,,,"237,073,024.759",,,,"388,383,312.612",,"156,268,238.5","261,333,327.794","299,527,917.482",,"224,192,657.848","359,882,458.417","302,676,975.247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,"703,652,000","751,625,000","698,037,000",,,,"791,850,000",,,,"447,654,807.772",,"363,580,153.2",,"232,281,254.786",,,,"337,260,662.758",,,,"296,791,973.503",,,,"282,809,374.975","2,058,712,600.084",,,"1,621,435,301.612","2,200,472,797.579","2,338,663,217.605",,"2,559,184,093.261","2,085,544,574.84","1,845,133,500.685","1,945,884,248.691","1,696,013,317.416",,,,"1,251,580,031.37","1,057,562,410.177","1,418,694,097.473",,"277,007,151.11",,,,"192,990,024.102",,,,"282,448,095.292",,,,"216,207,318.67",,,,"125,728,001.559",,,,"1,496,256,866.609",,,,"1,469,648,744.457",,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,"137,570,208.582",,"94,142,881.165",,,,"73,421,341.473",,,,,,,,,,,,,,,,,,,,,"8,947,119.991","9,107,550.009","1,706,870,897.098","156,939,863.72","173,119,372.684","157,319,105.389","174,824,104.699","170,792,350.974","157,609,170.377","141,439,172.637","133,254,242.07","759,270,964.903","75,530,369.611","116,190,652.612","141,437,575.51","933,672,334.031","106,809,967.685","90,595,818.405","88,814,167.13","79,799,609.962",,,,"90,330,504.927","79,686,630.256",,,"117,883,284.746",,,,"117,435,567.301",,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,"137,570,208.582",,"94,142,881.165",,,,"73,421,341.473",,,,,,,,,,,,,,,,,,,,,,,"1,706,870,897.098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"286,052,000",,"266,949,000","353,770,000","422,863,000",,,,"269,966,000",,,,"179,499,621.291",,"155,633,222.573",,"179,491,837.693",,,,"148,867,427.632",,,,"225,307,049.975",,"169,643,138.371","167,484,893.111","185,906,617.205","184,034,976.823","175,730,358.313","185,922,989.182","191,997,399.381","194,499,119.786","219,043,258.839",,"241,288,902.999","192,670,372.658","190,185,227.446","181,883,404.631","197,148,201.481","158,847,779.841","161,540,150.162","150,021,339.745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"0","0","0","0","0","5,963,669.968",,"11,391,298.369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,"1,556,929,000","1,529,301,000","1,642,504,000",,,,"670,916,000",,,,"744,713,563.337",,"1,090,966,106.45",,"870,359,796.467",,,,"690,139,524.164",,,,"1,491,939,229.108",,,,"1,352,292,753.953",,,"1,435,353,053.684","1,294,228,948.667",,,,,,"1,207,739,996.957","1,140,140,804.543","1,422,098,816.598","1,396,438,678.604","1,554,695,601.555","131,065,444.777","959,888,148.449","948,924,370.748","635,268,968.495","1,406,895,336.92","681,015,516.679","1,213,315,451.274","708,575,274.481","962,546,792.189","836,526,301.127","615,320,704.298","1,365,445,576.932","1,388,581,419.559","1,530,411,378.131","981,079,611.394","718,919,273.741","596,349,725.993","877,117,710.783","743,384,951.479","778,801,514.227","845,763,826.625","1,104,504,387.598","912,453,739.659","1,313,889,789.963","2,474,364,033.857","2,287,432,334.653","2,259,562,748.419","1,546,903,857.455","1,165,288,615.004","1,346,990,754.193","953,913,397.182","1,080,273,205.204","928,528,911.219","1,345,196,606.66","1,300,621,689.653","1,363,718,960.85","1,306,683,302.806","1,171,757,436.784",,,,"757,695,677.033"
			CurrentDebt,,,"1,471,684,000","1,460,763,000","1,606,837,000",,,,"644,269,000",,,,"702,164,669.491",,"1,046,296,827.704",,"842,627,301.779",,,,"660,235,874.758",,,,"1,465,250,113.435",,,,"1,331,434,939.259",,,"1,435,353,053.684","1,294,228,948.667",,,,,,"1,207,739,996.957","1,140,140,804.543","1,399,722,327.49","1,396,438,678.604","1,554,695,601.555","131,065,444.777","959,888,148.449","948,924,370.748","635,268,968.495","1,406,895,336.92","681,015,516.679","1,213,315,451.274","708,575,274.481","962,546,792.189","836,526,301.127","615,320,704.298","1,365,445,576.932","1,388,581,419.559","1,530,411,378.131","981,079,611.394","718,919,273.741","596,349,725.993","877,117,710.783","743,384,951.479","778,801,514.227","845,763,826.625","1,104,504,387.598","912,453,739.659","1,313,889,789.963","2,474,364,033.857","2,287,432,334.653","2,259,562,748.419","1,546,903,857.455","1,165,288,615.004","1,346,990,754.193","953,913,397.182","1,080,273,205.204","928,528,911.219","1,345,196,606.66","1,300,621,689.653","1,363,718,960.85","1,306,683,302.806","1,171,757,436.784",,,,"757,695,677.033"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,757,850.045","27,749,706.11","37,097,081.62","102,112,513.445","32,051,147.695","84,880,007.965","80,686,058.001","99,519,863.952","93,405,398.266","55,599,455.053","115,871,292.694","59,395,455.808","58,159,544.94","78,366,974.626","62,202,230.188","68,556,120.734","72,030,210.246","11,115,516.008","35,217,105.948","42,095,649.223","74,241,030.129","82,230,657.963","43,633,580.215","34,239,892.39","79,817,196.197","3,973,638.525","5,166,042.425","55,557,487.605","66,753,354.207","25,003,999.036","21,867,346.938","22,087,537.503","24,184,481.057",,,,,,,,
