name,ttm,06/30/2019,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
BasicAverageShares,,,"2,632,000,000","2,644,000,000","2,600,000,000","2,594,000,000","2,601,000,000","2,605,000,000","2,618,000,000","2,669,000,000","2,694,000,000","2,689,000,000","2,681,000,000","2,676,000,000","2,677,000,000","2,679,000,000","2,673,000,000","2,669,000,000","2,669,000,000","2,112,000,000","2,312,000,000","1,943,000,000","1,943,000,000","1,919,000,000","1,886,000,000","1,880,000,000",,"1,880,000,000","1,880,000,000","1,765,000,000",,"1,707,000,000","1,707,000,000","1,707,000,000",,"1,605,000,000","1,516,000,000","1,516,000,000",,"1,316,000,000","1,499,000,000","1,636,544,530",,"1,576,000,000","1,581,000,000","1,581,000,000",,"1,577,000,000","1,575,000,000","1,548,346,000",,"1,689,536,157","1,532,700,000","1,739,132,443",,"1,586,718,170","1,494,300,000","1,579,976,669",,"1,606,553,742","1,529,625,780","1,633,281,948",,"1,486,005,847","1,448,024,948","1,456,713,611",,"1,441,785,587","1,377,546,778","1,388,667,165",,"1,357,652,755","1,367,983,368","1,354,086,133",,"1,377,339,919","1,176,261,542","1,183,355,520",,"1,203,138,155","1,256,641,498","1,198,891,965",,"1,069,201,894","1,155,925,534","1,069,201,943",,"1,084,053,267","1,084,051,672","1,084,049,785",,"1,066,525,750","1,094,591,025","1,084,546,550",,"1,215,344,020","1,079,481,523","1,079,481,523",,"1,046,702,148","1,035,042,891","1,017,911,059",,"1,022,172,453","1,021,311,475","985,638,867",,"953,744,559","889,170,597","860,185,572",,"860,892,850","829,290,195","796,517,787",,"607,636,207","607,635,517","607,634,341",,"727,653,039","725,920,429","694,982,751",,"693,004,539","680,878,975","687,809,219",,"720,719,357","698,545,743","698,545,493",,"725,054,902"
DilutedAverageShares,,,"2,632,000,000","2,644,000,000","2,600,000,000","2,594,000,000","2,601,000,000","2,605,000,000","2,618,000,000","2,669,000,000","2,694,000,000","2,689,000,000","2,681,000,000","2,676,000,000","2,677,000,000","2,679,000,000","2,673,000,000","2,669,000,000","2,669,000,000","2,112,000,000","2,312,000,000","1,943,000,000","1,943,000,000","1,919,000,000","1,886,000,000","1,880,000,000",,"1,880,000,000","1,880,000,000","1,765,000,000",,"1,707,000,000","2,207,000,000","1,707,000,000",,"1,605,000,000","1,516,000,000","1,516,000,000",,"1,316,000,000","1,499,000,000","1,636,544,530",,"1,576,000,000","5,181,000,000","1,581,000,000",,"1,577,000,000","1,576,000,000","1,548,346,000",,"1,689,536,157","1,532,800,000","1,739,132,443",,"1,586,718,170","1,494,300,000","1,579,976,669",,"1,606,553,742","1,529,625,780","1,633,281,948",,"1,486,005,847","1,448,024,948","1,456,713,611",,"1,441,785,587","1,391,060,291","1,388,667,165",,"1,357,652,755","1,386,382,536","1,390,684,630",,"1,492,118,510","1,176,261,542","1,183,355,520",,"1,203,138,155","1,256,641,498","1,198,891,965",,"1,122,660,451","1,155,925,534","1,122,660,411",,"1,138,254,124","1,138,255,341","1,138,254,140",,"1,066,525,750","1,094,591,025","1,084,546,550",,"1,325,836,421","1,079,481,523","1,079,481,523",,"1,046,702,148","1,114,665,229","1,102,737,872",,"1,022,172,453","1,021,311,475","1,084,196,663",,"953,744,559","963,274,374","938,381,717",,"946,988,839","932,956,215","910,309,959",,"668,397,847","668,396,540","668,396,471",,"727,653,039","725,920,429","810,808,467",,"693,004,539","680,878,975","687,809,219",,"720,719,357","698,545,743","698,545,493",,"725,054,902"
TotalExpenses,"65,857,000,000",,"15,162,000,000","12,620,000,000","12,609,000,000","15,126,000,000","9,565,000,000","17,409,000,000","14,569,000,000","11,008,000,000","13,355,000,000","1,385,000,000","1,108,000,000","19,201,000,000","14,239,000,000","9,333,000,000","11,750,000,000","10,126,000,000","12,764,000,000","11,954,000,000","5,431,000,000","17,135,000,000","9,958,000,000","12,984,000,000","6,069,000,000","16,349,000,000","13,646,000,000","828,000,000","7,963,000,000","10,057,000,000","11,624,000,000","36,591,000,000","2,952,000,000","15,056,000,000","10,282,000,000","19,351,000,000","14,935,000,000","2,307,000,000","2,443,000,000","-463,000,000","6,217,000,000","390,000,000","42,172,733,760","118,130,880","111,066,000","97,659,900","45,585,864,760","131,833,140","100,887,030",,,,"1,558,662,000",,,,"1,604,407,360",,,,"1,468,185,660",,,,"1,640,347,200",,,,"1,364,286,000",,,,"1,286,265,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,239,000,000",,"1,093,000,000","469,000,000","529,000,000","378,000,000","321,000,000","358,000,000","-385,000,000","143,000,000","570,000,000","-524,000,000","350,000,000","316,000,000","-31,000,000","52,000,000","343,000,000","392,000,000","305,000,000","227,000,000","242,000,000","204,000,000","383,000,000","373,000,000","254,000,000","521,000,000","79,000,000","60,000,000","403,000,000","327,000,000","318,000,000","-189,000,000","413,000,000","371,000,000","530,000,000","101,000,000","-161,000,000","-173,000,000","-1,182,000,000","-329,000,000","276,000,000","153,000,000","641,217,440","542,839,520","656,770,280","486,797,040","814,660,580","679,690,620","646,771,890","692,472,920","854,658,770","847,677,460","511,294,000","710,962,560","368,318,800","519,321,750","395,348,330","395,477,640","469,743,300","463,698,000","429,309,330","392,227,760","357,076,160","428,008,320","146,821,200","615,541,620","485,277,540","648,953,460","582,331,600","589,365,620","487,396,680","488,426,440","501,779,200","517,309,650","266,695,760","646,957,220","351,121,128","326,884,212","279,497,845","306,612,540","301,234,560","294,444,270","304,371,222","195,056,640","247,681,320","184,256,640","219,646,820","170,789,340","170,438,940","165,314,340","172,876,440","149,291,208","149,039,514","131,403,660","143,862,360","111,299,990","142,162,125","115,240,050","122,479,955","109,533,193","121,455,038","104,948,666","97,402,771","106,571,700","122,419,500","87,727,773","139,582,828","62,405,414","103,158,016","86,564,775","159,917,902","72,969,278","61,131,956","52,887,188","37,852,767","61,528,027","64,255,633","62,275,836","50,425,361","40,224,660","38,945,631","39,606,372","41,923,608","37,714,000","36,675,546","36,676,051","35,322,923","43,105,504","37,833,936","39,938,640","24,885,126","38,219,094"
NormalizedIncome,"1,379,270,000",,"1,120,000,000","465,915,980.231","526,872,654.155","387,395,793.499","360,291,666.667","353,695,390.782","-370,000,000","173,000,000","535,807,395.994","-514,839,160.839","344,444,444.444","325,858,851.675","14,306,122.449","49,750,000","349,366,589.327","398,426,229.508","312,580,246.914","383,000,000","284,985,559.567","225,794,871.795","421,453,815.261","406,024,282.561","293,076,923.077","580,225,577.265","294,686,046.512","159,000,000","487,558,139.535","407,654,155.496","714,596,590.909","669,985,000","602,043,298.969","526,000,000","690,920,000","331,950,000","146,685,000","147,350,000","-688,112,676.056","96,877,551.02","357,271,137.026","176,972,350.23","641,217,440","542,839,520","656,770,280","486,797,040","814,660,580","679,690,620","646,771,890","692,472,920","854,658,770","847,677,460","511,294,000","710,962,560","368,318,800","519,321,750","395,348,330","395,477,640","469,743,300","463,698,000","429,309,330","392,227,760","357,076,160","428,008,320","146,821,200","615,541,620","485,277,540","648,953,460","582,331,600","589,365,620","487,396,680","488,426,440","501,779,200","517,309,650","266,695,760","646,957,220","351,121,128","326,884,212","279,497,845","306,612,540","301,234,560","294,444,270","304,371,222","195,056,640","247,681,320","184,256,640","219,646,820","170,789,340","170,438,940","165,314,340","172,876,440","149,291,208","149,039,514","131,403,660","143,862,360","111,299,990","142,162,125","115,240,050","122,479,955","109,533,193","121,455,038","104,948,666","97,402,771","106,571,700","122,419,500","87,727,773","139,582,828","62,405,414","103,158,016","86,564,775","159,917,902","72,969,278","61,131,956","52,887,188","37,852,767","61,528,027","64,255,633","62,275,836","50,425,361","40,224,660","38,945,631","39,606,372","41,923,608","37,714,000","36,675,546","36,676,051","35,322,923","43,105,504","37,833,936","39,938,640","24,885,126","38,219,094"
InterestIncome,"7,406,000,000",,"1,765,000,000","1,652,000,000","1,970,000,000","1,828,000,000","1,894,000,000","1,821,000,000","2,043,000,000","1,901,000,000","2,128,000,000","1,974,000,000","2,229,000,000","2,063,000,000","2,033,000,000","1,971,000,000","2,103,000,000","1,917,000,000","1,947,000,000","1,850,000,000","2,019,000,000","1,983,000,000","1,904,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"513,000,000",,"122,000,000","109,000,000","111,000,000","93,000,000","89,000,000","89,000,000","72,000,000","97,000,000","104,000,000","125,000,000","75,000,000","108,000,000","104,000,000","85,000,000","65,000,000","116,000,000","88,000,000","81,000,000","83,000,000","103,000,000","94,000,000","115,000,000","126,000,000","132,000,000","130,000,000","133,000,000","117,000,000","111,000,000","95,000,000","319,000,000","99,000,000","96,000,000","93,000,000","93,000,000","106,000,000","120,000,000","156,000,000","164,000,000","111,000,000","95,000,000","147,733,760","118,130,880","111,066,000","97,659,900","28,864,760","131,833,140","100,887,030",,,,"181,720,000",,,,"161,920,210",,,,"161,099,850",,,,"176,185,440",,,,"210,253,600",,,,"179,430,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-513,000,000",,"-122,000,000","-109,000,000","-111,000,000","-93,000,000","-89,000,000","-89,000,000","-72,000,000","-97,000,000","-104,000,000","-125,000,000","-75,000,000","-108,000,000","-104,000,000","-85,000,000","-65,000,000","-116,000,000","-88,000,000","-81,000,000","-83,000,000","-103,000,000","-94,000,000","-115,000,000","-126,000,000","-132,000,000","-130,000,000","-133,000,000","-117,000,000","-111,000,000","-95,000,000","-319,000,000","-99,000,000","-96,000,000","-93,000,000","-93,000,000","-106,000,000","-120,000,000","-156,000,000","-164,000,000","-111,000,000","-95,000,000","-147,733,760","-118,130,880","-111,066,000","-97,659,900","-28,864,760","-131,833,140","-100,887,030",,,,"-181,720,000",,,,"-161,920,210",,,,"-161,099,850",,,,"-176,185,440",,,,"-210,253,600",,,,"-179,430,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,970,000,000",,"780,000,000","716,000,000","857,000,000","616,000,000","425,000,000","588,000,000","-290,000,000","235,000,000","753,000,000","-447,000,000","453,000,000","526,000,000","55,000,000","104,000,000","496,000,000","604,000,000","574,000,000","231,000,000","360,000,000","337,000,000","592,000,000","568,000,000","464,000,000","695,000,000","216,000,000","117,000,000","590,000,000","484,000,000","447,000,000","-518,000,000","584,000,000","504,000,000","466,000,000","49,000,000","-232,000,000","-337,000,000","-1,122,000,000","-179,000,000","454,000,000","312,000,000","3,224,733,760","118,130,880","111,066,000","97,659,900","3,418,864,760","131,833,140","100,887,030",,,,"181,720,000",,,,"161,920,210",,,,"161,099,850",,,,"176,185,440",,,,"210,253,600",,,,"179,430,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"1,185,000,000",,"69,000,000","79,000,000","191,000,000","204,000,000","313,000,000","268,000,000","208,000,000","277,000,000","357,000,000","132,000,000","343,000,000","314,000,000","262,000,000","181,000,000","246,000,000","247,000,000","294,000,000","288,000,000","315,000,000","286,000,000","385,000,000",,,,,,,,,"1,288,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,239,000,000",,"1,093,000,000","469,000,000","529,000,000","378,000,000","321,000,000","358,000,000","-385,000,000","143,000,000","570,000,000","-524,000,000","350,000,000","316,000,000","-31,000,000","52,000,000","343,000,000","392,000,000","305,000,000","227,000,000","242,000,000","204,000,000","383,000,000","373,000,000","254,000,000","521,000,000","79,000,000","60,000,000","403,000,000","327,000,000","318,000,000","-189,000,000","413,000,000","371,000,000","530,000,000","101,000,000","-161,000,000","-173,000,000","-1,182,000,000","-329,000,000","276,000,000","153,000,000","641,217,440","542,839,520","656,770,280","486,797,040","814,660,580","679,690,620","646,771,890","692,472,920","854,658,770","847,677,460","511,294,000","710,962,560","368,318,800","519,321,750","395,348,330","395,477,640","469,743,300","463,698,000","429,309,330","392,227,760","357,076,160","428,008,320","146,821,200","615,541,620","485,277,540","648,953,460","582,331,600","589,365,620","487,396,680","488,426,440","501,779,200","517,309,650","266,695,760","646,957,220","351,121,128","326,884,212","279,497,845","306,612,540","301,234,560","294,444,270","304,371,222","195,056,640","247,681,320","184,256,640","219,646,820","170,789,340","170,438,940","165,314,340","172,876,440","149,291,208","149,039,514","131,403,660","143,862,360","111,299,990","142,162,125","115,240,050","122,479,955","109,533,193","121,455,038","104,948,666","97,402,771","106,571,700","122,419,500","87,727,773","139,582,828","62,405,414","103,158,016","86,564,775","159,917,902","72,969,278","61,131,956","52,887,188","37,852,767","61,528,027","64,255,633","62,275,836","50,425,361","40,224,660","38,945,631","39,606,372","41,923,608","37,714,000","36,675,546","36,676,051","35,322,923","43,105,504","37,833,936","39,938,640","24,885,126","38,219,094"
TotalUnusualItemsExcludingGoodwill,"-169,000,000",,"-36,000,000","4,000,000","3,000,000","-13,000,000","-41,000,000","6,000,000","-20,000,000","-40,000,000","39,000,000","-10,000,000","6,000,000","-13,000,000","-74,000,000","3,000,000","-8,000,000","-8,000,000","-12,000,000","-208,000,000","-49,000,000","-25,000,000","-50,000,000","-40,000,000","-52,000,000","-64,000,000","-229,000,000","-132,000,000","-99,000,000","-92,000,000","-439,000,000","-1,153,000,000","-222,000,000","-170,000,000","-216,000,000","-310,000,000","-413,000,000","-430,000,000","-534,000,000","-444,000,000","-101,000,000","-34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-169,000,000",,"-36,000,000","4,000,000","3,000,000","-13,000,000","-41,000,000","6,000,000","-20,000,000","-40,000,000","39,000,000","-10,000,000","6,000,000","-13,000,000","-74,000,000","3,000,000","-8,000,000","-8,000,000","-12,000,000","-208,000,000","-49,000,000","-25,000,000","-50,000,000","-40,000,000","-52,000,000","-64,000,000","-229,000,000","-132,000,000","-99,000,000","-92,000,000","-439,000,000","-1,153,000,000","-222,000,000","-170,000,000","-216,000,000","-310,000,000","-413,000,000","-430,000,000","-534,000,000","-444,000,000","-101,000,000","-34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.17",,"0.25","0.229","0.291","0.277","0.042","0.283","0.25","0.25","0.123","0.084","0.074","0.242","0.388","0.25","0.204","0.197","0.368","0.25","0.123","0.128","0.231","0.174","0.249","0.075","0.058","0.25","0.146","0.123","0.097","0.255","0.148","0.088","0.255","0.255","0.255","0.255","0.075","0.041","0.195","0.295","0.037","0","0","0","0.4","0","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-28,730,000",,"-9,000,000","915,980.231","872,654.155","-3,604,206.501","-1,708,333.333","1,695,390.782","-5,000,000","-10,000,000","4,807,395.994","-839,160.839","444,444.444","-3,141,148.325","-28,693,877.551","750,000","-1,633,410.673","-1,573,770.492","-4,419,753.086","-52,000,000","-6,014,440.433","-3,205,128.205","-11,546,184.739","-6,975,717.439","-12,923,076.923","-4,774,422.735","-13,313,953.488","-33,000,000","-14,441,860.465","-11,345,844.504","-42,403,409.091","-294,015,000","-32,956,701.031","-15,000,000","-55,080,000","-79,050,000","-105,315,000","-109,650,000","-40,112,676.056","-18,122,448.98","-19,728,862.974","-10,027,649.77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
