name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
PretaxIncome,"271,300,000","84,500,000","-73,900,000","78,700,000","182,000,000","74,300,000","126,700,000","85,200,000","119,700,000","28,700,000","105,500,000","67,000,000","119,400,000","-8,100,000","69,500,000","47,100,000","90,700,000","-2,400,000","52,900,000","70,600,000","129,100,000","26,800,000","85,600,000","84,700,000","238,100,000","130,600,000","164,500,000","173,600,000","303,400,000","161,100,000","94,300,000","110,000,000","244,100,000","152,400,000","174,800,000","104,100,000","181,200,000","100,900,000","126,500,000","65,200,000","80,900,000","2,300,000","37,800,000","17,800,000","57,800,000","40,400,000","132,000,000","136,700,000","174,000,000","83,100,000","106,900,000","96,500,000","93,600,000","30,300,000","-112,300,000","11,300,000","58,000,000","23,800,000","31,600,000","34,200,000","65,100,000","29,200,000","67,500,000","48,500,000","72,100,000","36,300,000","43,200,000","19,300,000","24,300,000","20,600,000","7,300,000","9,700,000","20,200,000","-5,000,000","28,400,000","-3,700,000","3,800,000","-13,800,000","9,900,000","-3,600,000","1,500,000","-21,700,000","-45,800,000","8,200,000","21,100,000","-15,700,000","-41,400,000","22,400,000","45,800,000","47,500,000","71,500,000","64,500,000","70,800,000","38,900,000","41,500,000","43,900,000","55,500,000","30,700,000","50,700,000","54,700,000","53,800,000","35,800,000","33,000,000","41,600,000",,,,,,,,,,
TaxProvision,"190,800,000","29,400,000","25,000,000","83,200,000","53,200,000","19,400,000","37,100,000","23,900,000","38,500,000","11,400,000","68,700,000","16,900,000","36,900,000","11,100,000","18,300,000","19,500,000","54,800,000","-400,000","6,400,000","17,600,000","37,900,000","10,600,000","23,900,000","34,200,000","83,200,000","46,400,000","38,700,000","62,500,000","104,400,000","52,900,000","6,900,000","30,500,000","57,300,000","43,200,000","-98,800,000","31,600,000","61,100,000","30,700,000","54,600,000","14,100,000","31,900,000","-3,800,000","12,900,000","14,800,000","14,400,000","14,400,000","36,600,000","42,700,000","55,500,000","29,800,000","35,800,000","26,700,000","36,100,000","12,800,000","24,900,000","13,900,000","22,100,000","12,600,000","100,500,000","12,700,000","25,600,000","12,300,000","22,600,000","18,600,000","28,800,000","16,200,000","16,400,000","8,100,000","8,700,000","8,100,000","93,500,000","3,100,000","6,100,000","-2,900,000","7,500,000","-1,800,000","1,400,000","-5,200,000","3,900,000","-3,400,000","600,000","-8,700,000","-16,000,000","3,800,000","7,800,000","-5,800,000","-15,300,000","8,200,000","17,000,000","17,600,000","25,400,000","23,300,000","25,200,000","13,600,000","14,400,000","14,900,000","19,800,000","10,900,000","17,100,000","18,500,000","17,900,000","12,400,000","-20,300,000","9,700,000",,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"42,900,000","11,200,000","9,300,000","10,800,000","11,600,000","10,800,000","8,000,000","9,400,000","9,200,000","7,700,000","8,300,000","10,700,000","9,100,000","11,000,000","10,000,000","11,800,000","13,500,000","12,200,000","14,800,000","14,200,000","14,400,000","13,700,000","14,800,000","12,000,000","11,100,000","15,000,000","11,100,000","14,100,000","14,100,000","8,900,000","13,600,000","12,600,000","15,300,000","12,000,000","11,700,000","12,000,000","13,800,000","11,400,000","13,300,000","11,100,000","13,800,000","11,500,000","9,500,000","7,000,000","13,600,000","8,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"124,800,000","64,700,000","-88,300,000","7,600,000","140,800,000","65,100,000","98,700,000","71,100,000","91,400,000","24,300,000","44,300,000","60,700,000","91,500,000","-10,100,000","62,000,000","40,000,000","50,300,000","7,800,000","62,100,000","67,100,000","107,100,000","30,100,000","77,600,000","65,000,000","168,200,000","99,600,000","139,300,000","126,200,000","213,700,000","118,000,000","102,500,000","94,500,000","204,900,000","120,200,000","285,200,000","84,400,000","133,700,000","80,000,000","85,200,000","62,300,000","62,900,000","10,100,000","33,500,000","11,100,000","57,400,000","33,700,000","102,000,000","102,600,000","133,100,000","62,300,000","81,100,000","76,900,000","63,800,000","24,500,000","-128,500,000","5,400,000","40,900,000","17,300,000","-63,800,000","27,800,000","46,100,000","21,500,000","50,700,000","34,800,000","48,300,000","25,000,000","29,800,000","16,500,000","15,600,000","12,500,000","-82,000,000","9,700,000","14,100,000","-26,200,000","21,600,000","400,000","6,400,000","-5,800,000","7,700,000","2,400,000","4,100,000","-10,700,000","-27,300,000","7,500,000","15,500,000","-7,200,000","-22,300,000","17,900,000","32,300,000","32,700,000","50,100,000","44,200,000","48,700,000","25,700,000","40,000,000","31,300,000","37,500,000","17,100,000","33,600,000","36,200,000","35,100,000","22,200,000","52,000,000","30,700,000","20,400,000","7,100,000","12,500,000","14,700,000","12,900,000","-9,700,000","1,700,000","3,400,000","200,000","600,000"
	NetIncome,"124,800,000","64,700,000","-88,300,000","7,600,000","140,800,000","65,100,000","98,700,000","71,100,000","91,400,000","24,300,000","44,300,000","60,700,000","91,500,000","-10,100,000","62,000,000","40,000,000","50,300,000","7,800,000","62,100,000","67,100,000","107,100,000","30,100,000","77,600,000","65,000,000","168,200,000","99,600,000","139,300,000","126,200,000","213,700,000","118,000,000","102,500,000","94,500,000","204,900,000","120,200,000","285,200,000","84,400,000","133,700,000","80,000,000","85,200,000","62,300,000","62,900,000","10,100,000","33,500,000","11,100,000","57,400,000","33,700,000","102,000,000","102,600,000","133,100,000","62,300,000","81,100,000","76,900,000","63,800,000","24,500,000","-128,500,000","5,400,000","40,900,000","17,300,000","-63,800,000","27,800,000","46,100,000","21,500,000","50,700,000","34,800,000","48,300,000","25,000,000","29,800,000","16,500,000","15,600,000","12,500,000","-82,000,000","9,700,000","14,100,000","-26,200,000","21,600,000","400,000","6,400,000","-5,800,000","7,700,000","2,400,000","4,100,000","-10,700,000","-27,300,000","7,500,000","15,500,000","-7,200,000","-22,300,000","17,900,000","32,300,000","32,700,000","50,100,000","44,200,000","48,700,000","25,700,000","40,000,000","31,300,000","37,500,000","17,100,000","33,600,000","36,200,000","35,900,000","23,400,000","53,300,000","31,900,000","21,800,000","8,600,000","14,000,000","16,200,000","13,600,000","-9,700,000","1,700,000","3,400,000","200,000","600,000"
		NetIncomeIncludingNoncontrollingInterests,"123,400,000","66,300,000","-89,600,000","6,300,000","140,400,000","65,700,000","97,600,000","70,700,000","90,400,000","25,000,000","45,100,000","60,800,000","91,600,000","-8,200,000","61,200,000","39,400,000","49,400,000","10,200,000","61,300,000","67,200,000","105,600,000","29,900,000","76,500,000","62,500,000","166,000,000","99,200,000","136,900,000","125,200,000","213,100,000","117,100,000","101,000,000","92,100,000","202,100,000","121,200,000","285,300,000","84,500,000","133,900,000","81,600,000","85,200,000","62,200,000","62,800,000","10,000,000","34,400,000","10,000,000","57,000,000","34,300,000","102,000,000","102,600,000","133,100,000","62,300,000","81,100,000","76,900,000","63,800,000","24,500,000","-128,500,000","5,400,000","40,900,000","17,300,000","-63,800,000","27,800,000","46,100,000","21,500,000","50,700,000","34,800,000","48,300,000","25,000,000","29,800,000","16,500,000","15,600,000","12,500,000","-82,000,000","9,700,000","14,100,000","-26,200,000","21,600,000","400,000","6,400,000","-5,800,000","7,700,000","2,400,000","4,100,000","-10,700,000","-27,300,000","7,500,000","15,500,000","-7,200,000","-22,300,000","17,900,000","32,300,000","32,700,000","50,100,000","44,200,000","48,700,000","25,700,000","40,000,000","31,300,000","37,500,000","17,100,000","33,600,000","36,200,000","35,900,000","23,400,000","53,300,000","31,900,000","21,800,000","8,600,000","14,000,000","16,200,000","13,600,000","-9,700,000","1,700,000","3,400,000","200,000","600,000"
			NetIncomeContinuousOperations,"123,400,000","66,300,000","-89,600,000","6,300,000","140,400,000","65,700,000","97,600,000","70,700,000","90,400,000","25,000,000","45,100,000","60,800,000","91,600,000","-8,200,000","61,200,000","39,400,000","49,400,000","10,200,000","61,300,000","67,200,000","105,600,000","29,900,000","76,500,000","62,500,000","166,000,000","99,200,000","136,900,000","125,200,000","213,100,000","117,100,000","101,000,000","92,100,000","202,100,000","121,200,000","285,300,000","84,500,000","133,900,000","81,600,000","85,200,000","62,200,000","62,800,000","10,000,000","34,400,000","10,000,000","57,000,000","34,300,000","102,000,000","102,600,000","133,100,000","62,300,000","81,100,000","76,900,000","63,800,000","24,500,000","-128,500,000","5,400,000","40,900,000","17,300,000","-63,800,000","27,800,000","46,100,000","21,500,000","50,700,000","34,800,000","48,300,000","25,000,000","29,800,000","16,500,000","15,600,000","12,500,000","-82,000,000","9,700,000","14,100,000","-2,100,000","23,200,000","400,000","5,600,000","-5,800,000","7,700,000","2,400,000","4,100,000","-10,700,000","-27,300,000","7,500,000","15,500,000","-7,200,000","-22,300,000","17,900,000","32,300,000","32,700,000","50,100,000","44,200,000","48,700,000","27,800,000","40,000,000","31,300,000","37,500,000","20,600,000","33,600,000","36,200,000","35,900,000","23,400,000","53,300,000","31,900,000","21,800,000","8,600,000","14,000,000","16,200,000","13,600,000","-9,700,000","1,700,000","3,400,000","200,000","600,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-24,100,000",,,,,,,,,,,,,,,,,"0",,,"-2,100,000",,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,600,000",,"800,000",,,,,,,,,,,,,,,,,,"0",,,"-3,500,000",,,,,,,,,,,,,,,,
		MinorityInterests,"1,400,000","-1,600,000","1,300,000","1,300,000","400,000","-600,000","1,100,000","400,000","1,000,000","-700,000","-800,000","-100,000","-100,000","-1,900,000","800,000","600,000","900,000","-2,400,000","800,000","-100,000","1,500,000","200,000","1,100,000","2,500,000","2,200,000","400,000","2,400,000","1,000,000","600,000","900,000","1,500,000","2,400,000","2,800,000","-1,000,000","-100,000","-100,000","-200,000","-1,600,000","0","100,000","100,000","100,000","-900,000","1,100,000","400,000","-600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"800,000","1,200,000","1,300,000","1,200,000","1,400,000","1,500,000","1,500,000","1,500,000","700,000",,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"124,800,000","64,700,000","-88,300,000","7,600,000","140,800,000","65,100,000","98,700,000","71,100,000","91,400,000","24,300,000","44,300,000","60,700,000","91,500,000","-10,100,000","62,000,000","40,000,000","50,300,000","7,800,000","62,100,000","67,100,000","107,100,000","30,100,000","77,600,000","65,000,000","168,200,000","99,600,000","139,300,000","126,200,000","213,700,000","118,000,000","102,500,000","94,500,000","204,900,000","120,200,000","285,200,000","84,400,000","133,700,000","80,000,000","85,200,000","62,300,000","62,900,000","10,100,000","33,500,000","11,100,000","57,400,000","33,700,000","102,000,000","102,600,000","133,100,000","62,300,000","81,100,000","76,900,000","63,800,000","24,500,000","-128,500,000","5,400,000","40,900,000","17,300,000","-63,800,000","27,800,000","46,100,000","21,500,000","50,700,000","34,800,000","48,300,000","25,000,000","29,800,000","16,500,000","15,600,000","12,500,000","-82,000,000","9,700,000","14,100,000","-26,200,000","21,600,000","400,000","6,400,000","-5,800,000","7,700,000","2,400,000","4,100,000","-10,700,000","-27,300,000","7,500,000","15,500,000","-7,200,000","-22,300,000","17,900,000","32,300,000","32,700,000","50,100,000","44,200,000","48,700,000","25,700,000","40,000,000","31,300,000","37,500,000","17,100,000","33,600,000","36,200,000","35,100,000","22,200,000","52,000,000","30,700,000","20,400,000","7,100,000","12,500,000","14,700,000","12,900,000","-9,700,000","1,700,000","3,400,000","200,000","600,000"
BasicEPS,,"0.86","-1.17","0.1","1.84","0.85","1.28","0.9","1.15","0.31","0.56","0.76","1.15","-0.13","0.78","0.5","0.61","0.09","0.73","0.77","1.22","0.34","0.85","0.7","1.79","1.05","1.43","1.3","2.2","1.22","1.06","0.97","2.11","1.24",,"0.88","1.41","0.85",,"0.67","0.68","0.11",,"0.12","0.62","0.37",,"1.12","1.45","0.68",,"0.84","0.7","0.27",,"0.06","0.45","0.19",,"0.31","0.51","0.24",,"0.39","0.54","0.33",,"0.22","0.21","0.17",,"0.13","0.19","-0.36",,"0.01","0.07","-0.1",,"0.04","0.07","-0.18",,"0.13","0.27","-0.12",,"0.31","0.53","0.53",,"0.7","0.77","0.44",,"0.54","0.69","0.33",,"0.77","0.78","0.51",,"0.72","0.7","0.26",,"0.54","0.47","-0.36",,"0.13","0.01","0.05"
DilutedEPS,,"0.85","-1.17","0.1","1.82","0.84","1.26","0.89","1.14","0.3","0.55","0.76","1.14","-0.13","0.77","0.5","0.61","0.09","0.73","0.77","1.22","0.34","0.85","0.69","1.77","1.03","1.4","1.27","2.15","1.19","1.04","0.96","2.08","1.21",,"0.87","1.36","0.81",,"0.65","0.66","0.1",,"0.12","0.61","0.36",,"1.04","1.34","0.63",,"0.8","0.67","0.26",,"0.06","0.45","0.19",,"0.31","0.47","0.23",,"0.38","0.54","0.33",,"0.22","0.21","0.17",,"0.13","0.19","-0.36",,"0.01","0.07","-0.1",,"0.04","0.07","-0.18",,"0.13","0.26","-0.12",,"0.3","0.52","0.52",,"0.7","0.77","0.44",,"0.54","0.66","0.31",,"0.65","0.64","0.42",,"0.58","0.51","0.21",,"0.39","0.4","-0.36",,"0.13","0.01","0.05"
BasicAverageShares,,"75,300,000","75,600,000","76,100,000","76,600,000","76,600,000","77,400,000","78,700,000","79,300,000","79,600,000","79,600,000","79,500,000","79,500,000","79,500,000","79,900,000","80,700,000","82,000,000","83,000,000","84,800,000","86,600,000","87,600,000","88,800,000","90,800,000","93,500,000","93,900,000","95,300,000","97,400,000","97,400,000","97,300,000","97,000,000","96,900,000","97,000,000","97,200,000","97,100,000",,"96,400,000","94,700,000","94,100,000",,"92,900,000","92,900,000","92,400,000",,"92,300,000","92,300,000","91,900,000",,"91,700,000","91,700,000","91,600,000",,"91,600,000","91,500,000","91,300,000",,"91,000,000","90,800,000","90,500,000",,"90,400,000","90,400,000","90,300,000",,"90,200,000","89,000,000","75,300,000",,"75,200,000","75,100,000","75,100,000",,"74,400,000","74,200,000","72,700,000",,"71,700,000","69,200,000","59,300,000",,"59,300,000","59,100,000","58,900,000",,"58,800,000","58,500,000","58,500,000",,"58,300,000","60,500,000","61,500,000",,"63,291,000","62,905,000","58,994,000",,"57,572,000","54,222,000","51,292,000",,"47,012,987","45,000,000","43,529,412",,"42,638,889","29,142,857","27,307,692",,"27,222,222","27,446,809","26,944,444",,"26,153,846","20,000,000","26,734,000"
DilutedAverageShares,,"75,900,000","75,600,000","76,700,000","77,200,000","77,500,000","78,600,000","79,700,000","80,200,000","80,500,000","80,500,000","80,200,000","80,100,000","79,500,000","80,800,000","80,800,000","82,100,000","83,100,000","84,900,000","86,700,000","87,700,000","89,000,000","91,200,000","93,800,000","95,100,000","96,600,000","99,700,000","99,500,000","99,300,000","99,100,000","98,500,000","98,400,000","98,400,000","99,100,000",,"96,900,000","98,600,000","98,300,000",,"95,800,000","95,900,000","96,200,000",,"94,800,000","93,800,000","92,400,000",,"98,300,000","99,100,000","99,300,000",,"96,400,000","95,900,000","94,800,000",,"92,000,000","91,600,000","90,700,000",,"90,700,000","99,600,000","99,700,000",,"90,600,000","89,400,000","75,800,000",,"75,700,000","75,600,000","75,600,000",,"75,200,000","75,200,000","72,700,000",,"72,000,000","69,900,000","59,300,000",,"59,700,000","59,700,000","58,900,000",,"59,700,000","59,600,000","58,500,000",,"59,600,000","62,100,000","63,300,000",,"63,291,000","63,000,000","58,995,000",,"57,598,000","57,384,000","57,071,000",,"55,692,308","54,843,750","52,857,143",,"52,931,034","40,000,000","33,809,524",,"27,222,222","32,250,000","26,944,444",,"26,153,846","20,000,000","26,734,000"
TotalOperatingIncomeAsReported,"356,100,000","100,400,000","-49,800,000","105,900,000","199,600,000","92,400,000","159,100,000","111,300,000","168,100,000","50,500,000","142,300,000","97,000,000","148,400,000","15,600,000","91,400,000","59,000,000","118,600,000","19,400,000","85,300,000","79,100,000","149,900,000","46,800,000","115,400,000","108,700,000","266,700,000","155,700,000","197,200,000","199,000,000","327,100,000","177,400,000","118,900,000","139,600,000","264,900,000","169,800,000","185,700,000","114,300,000","201,600,000","108,700,000","142,400,000","75,900,000","96,500,000","9,400,000","48,900,000","34,000,000","77,800,000","58,600,000","140,000,000","141,700,000","189,100,000","94,200,000","128,200,000","110,400,000","110,600,000","45,600,000","-89,800,000","32,200,000","82,600,000","43,900,000","53,700,000","58,800,000","109,200,000","53,000,000","89,300,000","71,900,000","98,100,000","64,200,000","63,500,000","39,500,000","42,600,000","37,900,000","29,400,000","28,100,000","35,200,000","11,300,000","42,900,000","16,700,000","29,400,000","7,700,000","16,000,000","17,400,000","26,100,000","6,300,000","-25,400,000","30,200,000","43,600,000","9,300,000","-16,700,000","22,400,000","73,200,000","67,900,000","96,300,000","87,300,000","94,300,000","59,100,000","24,400,000","74,600,000","73,900,000","54,200,000","70,800,000","72,500,000","72,800,000","53,200,000","57,900,000","53,900,000","32,500,000","22,900,000","16,500,000","19,900,000","18,900,000","-7,400,000","4,300,000","5,400,000","2,600,000","2,000,000"
TotalExpenses,"8,426,100,000","1,825,300,000","2,377,100,000","2,001,400,000","2,222,300,000","1,901,100,000","2,429,500,000","2,100,100,000","2,364,300,000","1,950,700,000","2,382,400,000","1,886,300,000","2,016,400,000","1,606,900,000","1,996,200,000","1,701,100,000","1,874,900,000","1,538,000,000","1,866,000,000","1,657,300,000","1,915,400,000","1,645,200,000","2,326,300,000","2,043,200,000","2,483,600,000","2,177,700,000","2,662,500,000","2,276,900,000","2,721,100,000","2,225,700,000","2,562,100,000","2,155,400,000","2,425,300,000","2,103,900,000","2,332,100,000","1,984,800,000","2,157,900,000","1,688,800,000","2,024,500,000","1,580,300,000","1,646,000,000","1,317,200,000","1,794,200,000","1,368,700,000","1,714,600,000","1,520,400,000","2,017,300,000","1,871,600,000","2,206,200,000","1,692,300,000","2,043,000,000","1,505,100,000","1,600,500,000","1,287,000,000","1,723,600,000","1,147,800,000","1,367,900,000","1,125,800,000","1,331,400,000","1,174,800,000","1,465,900,000","1,202,900,000","1,445,800,000","1,142,900,000","1,302,900,000","1,058,100,000","971,800,000","759,200,000","840,900,000","712,300,000","804,900,000","650,000,000","714,700,000","606,400,000","727,500,000","555,600,000","626,600,000","522,100,000","643,100,000","496,100,000","607,600,000","523,500,000","623,100,000","540,300,000","639,900,000","552,300,000","774,800,000","633,300,000","742,900,000","633,600,000","792,300,000","672,200,000","777,600,000","645,200,000","614,300,000","531,900,000","527,700,000","416,500,000","527,600,000","426,100,000","498,900,000","403,000,000","414,500,000","427,500,000","193,800,000","156,000,000","154,600,000","150,200,000","133,500,000","109,500,000","81,000,000","78,800,000","77,000,000","63,500,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"124,800,000","64,700,000","-88,300,000","7,600,000","140,800,000","65,100,000","98,700,000","71,100,000","91,400,000","24,300,000","44,300,000","60,700,000","91,500,000","-10,100,000","62,000,000","40,000,000","50,300,000","7,800,000","62,100,000","67,100,000","107,100,000","30,100,000","77,600,000","65,000,000","168,200,000","99,600,000","139,300,000","126,200,000","213,700,000","118,000,000","102,500,000","94,500,000","204,900,000","120,200,000","285,200,000","84,400,000","133,700,000","80,000,000","85,200,000","62,300,000","62,900,000","10,100,000","33,500,000","11,100,000","57,400,000","33,700,000","102,000,000","102,600,000","133,100,000","62,300,000","81,100,000","76,900,000","63,800,000","24,500,000","-128,500,000","5,400,000","40,900,000","17,300,000","-63,800,000","27,800,000","46,100,000","21,500,000","50,700,000","34,800,000","48,300,000","25,000,000","29,800,000","16,500,000","15,600,000","12,500,000","-82,000,000","9,700,000","14,100,000","-2,100,000","23,200,000","400,000","5,600,000","-5,800,000","7,700,000","2,400,000","4,100,000","-10,700,000","-27,300,000","7,500,000","15,500,000","-7,200,000","-22,300,000","17,900,000","32,300,000","32,700,000","50,100,000","44,200,000","48,700,000","27,800,000","40,000,000","31,300,000","37,500,000","20,600,000","33,600,000","36,200,000","35,900,000","23,400,000","53,300,000","31,900,000","21,800,000","8,600,000","14,000,000","16,200,000","13,600,000","-9,700,000","1,700,000","3,400,000","200,000","600,000"
NormalizedIncome,"239,820,000","66,395,384.615","47,699,000","9,133,000","141,295,384.615","66,799,461.642","101,245,856.354","73,474,295.775","94,927,485.38","28,097,560.976","45,920,000","62,943,283.582","91,776,381.91","-7,040,000","66,714,820.144","40,900,000","51,560,000","9,383,333.333","68,868,431.002","67,100,000","109,925,716.499","36,507,462.687","108,954,556.075","66,740,000","168,200,000","99,600,000","139,300,000","126,200,000","213,700,000","118,000,000","100,739,024.39","104,473,636.364","209,491,560.836","123,352,755.906","286,370,000","89,344,764.649","138,339,624.724","81,739,345.887","90,010,000","67,080,828.221","67,624,351.051","9,515,000","40,811,904.762","15,455,000","65,734,602.076","37,883,168.317","103,084,090.909","104,662,911.485","139,706,034.483","66,212,515.042","90,877,081.384","82,686,528.497","69,820,299.145","30,090,000","-20,560,000","10,500,000","47,275,344.828","21,260,000","-59,840,000","33,332,163.743","53,017,050.691","26,180,000","54,425,037.037","40,163,505.155","53,945,214.979","24,100,000","33,770,370.37","20,220,000","32,997,530.864","20,813,106.796","-72,220,000","19,497,938.144","32,667,326.733","1,620,000","25,702,112.676","6,220,000","14,063,157.895","369,565.217","15,396,969.697","8,880,000","17,360,000","-5,060,000","-6,283,842.795","12,720,000","20,101,421.801","-1,840,127.389","7,708,695.652","21,957,142.857","38,022,270.742","36,099,157.895","57,837,062.937","50,140,465.116","54,883,050.847","32,482,776.35","41,110,120.482","38,170,159.453","38,786,486.486","26,017,589.577","36,847,337.278","37,192,687.386","37,634,944.238","24,772,625.698","60,320,000","31,133,173.077","22,280,000","13,280,000","12,860,000","16,140,000","13,900,000","-11,260,000","1,040,000","2,740,000","-520,000","120,000"
InterestExpense,"28,700,000","3,400,000","12,900,000","6,400,000","6,000,000","3,500,000","23,400,000","7,000,000","21,200,000","10,300,000","20,900,000","11,600,000","11,300,000","10,700,000","30,900,000","12,100,000","11,900,000","10,500,000","32,000,000","10,600,000","11,300,000","10,200,000","28,400,000","13,900,000","15,700,000","13,900,000","38,600,000","14,100,000","13,500,000","12,600,000","34,200,000","15,800,000",,,,,,"5,500,000",,,,"9,600,000",,,"11,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-19,800,000","-3,400,000","-4,000,000","-6,400,000","-6,000,000","-3,500,000","-15,300,000","-7,000,000","-21,200,000","-10,300,000","-11,500,000","-11,600,000","-11,300,000","-10,700,000","-17,600,000","-12,100,000","-11,900,000","-10,500,000","-13,300,000","-10,600,000","-11,300,000","-10,200,000","-14,900,000","-13,900,000","-15,700,000","-13,900,000","-17,800,000","-14,100,000","-13,500,000","-12,600,000","-14,100,000","-15,800,000","-14,700,000","-13,000,000","-9,100,000","-3,100,000","-12,500,000","-5,500,000","-9,600,000","-5,800,000","-8,300,000","-9,600,000","-9,400,000","-10,500,000","-11,700,000","-11,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"300,000,000","87,900,000","-61,000,000","85,100,000","188,000,000","77,800,000","150,100,000","92,200,000","140,900,000","39,000,000","126,400,000","78,600,000","130,700,000","2,600,000","100,400,000","59,200,000","102,600,000","8,100,000","84,900,000","81,200,000","140,400,000","37,000,000","114,000,000","98,600,000","253,800,000","144,500,000","203,100,000","187,700,000","316,900,000","173,700,000","128,500,000","125,800,000","264,800,000","169,800,000","196,100,000","114,300,000","200,700,000","106,400,000","153,800,000","77,100,000","97,000,000","11,000,000","45,300,000","35,000,000","80,600,000","58,600,000","119,600,000","213,800,000","189,200,000","94,300,000","128,100,000","107,900,000","110,900,000","45,600,000","-89,800,000","33,100,000","82,600,000","44,000,000","53,500,000","58,800,000","108,400,000","54,000,000","88,300,000","73,600,000","104,100,000","57,600,000","63,300,000","41,100,000","61,800,000","44,900,000","38,800,000","37,800,000","57,900,000","12,200,000","45,400,000","21,600,000","32,700,000","10,000,000","16,000,000","17,400,000","26,100,000","6,300,000","-25,400,000","30,200,000","43,600,000","9,300,000","-16,700,000","32,400,000","73,200,000","67,900,000","96,300,000","87,300,000","94,300,000","59,100,000","24,400,000","74,600,000","73,900,000","54,200,000","70,800,000","72,500,000","72,800,000","53,200,000","57,900,000","53,900,000","32,500,000","22,900,000","16,500,000","19,900,000","18,900,000","-7,400,000","4,300,000","5,400,000","2,600,000","2,000,000"
EBITDA,"570,300,000"
