name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
	StockholdersEquity,"3,804,712,000","3,719,322,000","3,700,783,000","3,659,755,000","3,625,189,000","3,881,921,000","3,827,504,000","3,824,405,000","3,805,831,000","3,966,171,000","3,966,532,000","3,983,374,000","3,977,486,000","4,059,547,000","4,094,319,000","4,213,563,000","4,285,257,000","4,457,513,000","4,522,206,000","4,484,901,000","4,540,646,000","4,583,789,000","4,699,158,000","4,724,724,000","4,746,704,000","4,761,270,000","4,745,787,000","4,818,351,000","4,918,309,000","5,456,500,000","5,456,390,000","5,677,291,000","5,596,972,000","5,555,737,000","5,746,398,000","5,770,384,000","5,595,501,000","5,841,724,000","5,785,412,000","5,730,167,000","4,700,415,000","4,454,477,000","4,820,974,000","6,353,830,000","6,522,873,000","6,620,503,000","7,033,686,000","6,847,362,000","6,760,464,000","6,541,490,000","6,375,623,000","6,206,747,000","6,065,558,000","5,850,116,000","5,640,682,000","2,717,324,000","2,483,358,000","2,293,146,000","2,163,339,000","1,728,322,000","1,648,933,000","1,559,610,000","1,485,751,000","1,395,367,000","1,324,802,000","1,247,957,000","1,208,850,000","1,168,129,000","1,135,099,000","1,084,548,000","1,043,365,000","1,004,638,000","968,019,000","927,720,000","896,558,000","855,053,000","812,281,000","751,929,000","686,693,000","652,900,000","623,100,000","554,177,000","565,900,000","543,500,000","523,300,000","500,095,000","474,200,000","453,200,000","433,900,000","418,629,000","405,600,000","390,400,000","310,700,000","298,906,000","284,300,000","276,200,000","233,700,000","226,453,000","223,200,000","220,000,000","218,000,000","211,700,000","205,500,000","196,000,000","185,300,000","176,900,000","168,600,000","161,600,000","155,100,000","148,000,000","141,900,000","136,500,000","132,300,000","126,400,000","123,300,000","121,600,000","118,900,000","116,100,000","107,800,000","104,100,000","98,400,000","55,300,000"
		CapitalStock,"8,682,000","8,678,000","8,666,000","8,556,000","8,553,000","8,550,000","8,544,000","8,461,000","8,449,000","9,189,000","9,412,000","9,573,000","9,809,000","10,098,000","10,360,000","10,701,000","10,770,000","10,821,000","11,013,000","11,147,000","11,299,000","11,451,000","11,611,000","11,717,000","11,903,000","12,114,000","12,375,000","12,534,000","12,894,000","13,171,000","13,503,000","13,987,000","13,977,000","13,976,000","14,723,000","15,022,000","15,447,000","18,904,000","18,913,000","18,963,000","17,075,000","17,254,000","14,151,000","14,060,000","13,980,000","13,856,000","18,360,000","18,324,000","18,461,000","18,366,000","18,397,000","18,414,000","18,666,000","18,691,000","18,333,000","17,417,000","17,270,000","17,365,000","17,659,000","17,261,000","13,975,000","14,006,000","14,413,000","14,547,000","14,702,000","15,219,000","15,294,000","15,572,000","15,599,000","15,844,000","16,156,000","16,384,000","16,600,000","16,724,000","17,434,000","18,606,000","24,923,000","5,860,000","5,741,000",,,"5,638,000",,,,"2,753,000",,,,"1,827,000",,,,"1,538,000",,,,"1,225,000",,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"8,682,000","8,678,000","8,666,000","8,556,000","8,553,000","8,550,000","8,544,000","8,461,000","8,449,000","9,189,000","9,412,000","9,573,000","9,809,000","10,098,000","10,360,000","10,701,000","10,770,000","10,821,000","11,013,000","11,147,000","11,299,000","11,451,000","11,611,000","11,717,000","11,903,000","12,114,000","12,375,000","12,534,000","12,894,000","13,171,000","13,503,000","13,987,000","13,977,000","13,976,000","14,723,000","15,022,000","15,447,000","18,904,000","18,913,000","18,963,000","17,075,000","17,254,000","14,151,000","14,060,000","13,980,000","13,856,000","18,360,000","18,324,000","18,461,000","18,366,000","18,397,000","18,414,000","18,666,000","18,691,000","18,333,000","17,417,000","17,270,000","17,365,000","17,659,000","17,261,000","13,975,000","14,006,000","14,413,000","14,547,000","14,702,000","15,219,000","15,294,000","15,572,000","15,599,000","15,844,000","16,156,000","16,384,000","16,600,000","16,724,000","17,434,000","18,606,000","24,923,000","5,860,000","5,741,000",,,"5,638,000",,,,"2,753,000",,,,"1,827,000",,,,"1,538,000",,,,"1,225,000",,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"2,119,181,000","2,103,791,000","2,084,666,000","2,039,671,000","2,028,586,000","2,013,541,000","1,984,634,000","1,976,364,000","1,960,021,000","2,242,115,000","2,311,752,000","2,385,726,000","2,462,889,000","2,535,249,000","2,605,436,000","2,693,113,000","2,708,754,000","2,717,022,000","2,788,418,000","2,844,441,000","2,924,002,000","2,990,044,000","3,058,564,000","3,148,396,000","3,235,298,000","3,304,142,000","3,370,376,000","3,449,190,000","3,553,176,000","3,610,904,000","3,684,690,000","3,864,216,000","3,855,743,000","3,842,784,000","4,028,354,000","4,111,095,000","4,151,426,000","4,447,612,000","4,443,688,000","4,431,337,000","3,467,437,000","3,284,347,000","3,280,607,000","3,249,243,000","3,233,333,000","3,278,376,000","3,416,897,000","3,356,066,000","3,426,583,000","3,372,385,000","3,354,594,000","3,339,098,000","3,310,704,000","3,287,481,000","3,156,652,000","1,002,044,000","876,903,000","765,863,000","733,064,000","403,325,000","409,514,000","391,597,000","398,857,000","387,638,000","377,434,000","357,622,000","357,891,000","361,154,000","369,516,000","358,972,000","358,049,000","352,460,000","343,700,000","330,394,000","313,248,000","305,519,000","285,232,000","271,687,000","236,603,000",,,"215,387,000",,,,"203,133,000",,,,"192,817,000",,,,"120,960,000",,,,"79,591,000",,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,804,251,000","1,777,014,000","1,748,106,000","1,742,764,000","1,723,817,000","1,981,939,000","1,941,988,000","1,894,762,000","1,911,479,000","1,789,298,000","1,741,362,000","1,694,859,000","1,641,068,000","1,612,875,000","1,569,994,000","1,576,242,000","1,643,842,000","1,803,934,000","1,761,785,000","1,690,055,000","1,624,328,000","1,565,983,000","1,579,659,000","1,526,662,000","1,477,192,000","1,412,704,000","1,341,073,000","1,309,088,000","1,293,316,000","1,766,359,000","1,699,807,000","1,727,616,000","1,662,990,000","1,638,025,000","1,596,529,000","1,550,906,000","1,379,955,000","1,316,981,000","1,258,943,000","1,218,845,000","1,177,376,000","1,155,660,000","1,515,081,000","3,037,210,000","3,174,974,000","3,240,359,000","3,529,399,000","3,409,173,000","3,266,173,000","3,112,844,000","2,970,235,000","2,825,407,000","2,711,518,000","2,580,898,000","2,457,723,000","1,720,457,000","1,619,964,000","1,523,875,000","1,422,628,000","1,325,482,000","1,249,370,000","1,173,282,000","1,091,646,000","1,021,049,000","964,613,000","913,670,000","872,378,000","831,909,000","793,926,000","751,635,000","712,233,000","677,812,000","654,083,000","624,665,000","593,224,000","557,762,000","526,403,000","493,652,000","450,283,000","421,500,000","397,800,000","368,632,000","351,900,000","332,700,000","314,600,000","293,263,000","271,300,000","253,300,000","237,200,000","223,752,000","211,600,000","198,700,000","187,100,000","176,098,000","115,800,000","159,300,000","151,800,000","145,279,000","142,600,000","139,800,000","137,700,000","134,300,000","128,800,000","120,000,000","109,800,000","102,500,000","94,700,000","88,600,000","82,600,000","75,800,000","70,400,000","65,300,000","61,200,000","55,900,000","52,800,000","51,000,000","48,200,000","45,600,000","36,000,000","31,900,000","26,200,000","17,200,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,839,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-127,402,000","-170,161,000","-140,655,000","-131,236,000","-135,767,000","-122,109,000","-107,662,000","-55,182,000","-74,118,000","-74,431,000","-95,994,000","-106,784,000","-136,280,000","-98,675,000","-91,471,000","-66,493,000","-78,109,000","-74,264,000","-39,010,000","-60,742,000","-18,983,000","16,311,000","49,324,000","37,949,000","22,311,000","32,310,000","21,963,000","47,539,000","58,923,000","66,066,000","58,390,000","71,472,000","64,262,000","60,952,000","106,792,000","93,361,000","48,673,000","58,227,000","63,868,000","61,022,000","38,527,000","-2,784,000","7,932,000","49,969,000","95,881,000","46,582,000","69,030,000","63,799,000","49,247,000","37,895,000","32,397,000","23,828,000","24,670,000","14,944,000","12,094,000","11,481,000","10,576,000","15,710,000","17,304,000","11,246,000","8,989,000","10,949,000","8,930,000","2,807,000","948,000","-3,976,000","-5,365,000","-6,716,000","-7,265,000","-9,896,000","-8,323,000","-5,189,000","-7,730,000","-7,657,000","482,000","63,000","-1,137,000","-267,000","-669,000",,,"-173,000",,,,"946,000",,,,"233,000",,,,"310,000",,,,"358,000",,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,582,000","69,212,000","63,587,000","48,477,000","37,245,000","31,510,000","22,918,000","22,368,000",,,,,,,,,"138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-182,000","212,000","770,000","650,000","887,000","910,000","2,302,000",,,,,,,,,"10,811,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
