name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
		ImpairmentOfCapitalAssets,"9,600,000","0","0","9,600,000",,"0","0","8,100,000",,,,,,"0",,,,"15,400,000",,,,"0",,,,"0","0","0",,"0","0","4,200,000",,,,,,"0","0","0",,"0","0","1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,"1,600,000",,,,,,,,,"-2,300,000","1,600,000",,,,,,"-2,600,000","700,000","300,000",,"-1,400,000","-2,700,000","-4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-11,100,000",,"-1,300,000",,"91,700,000","1,300,000","-18,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"33,600,000","29,400,000","2,600,000","-300,000","1,900,000","-3,100,000","2,300,000","200,000","800,000","2,900,000","1,600,000","1,800,000","3,000,000","300,000","2,600,000","4,200,000","-3,400,000","1,400,000","-4,300,000","500,000","1,100,000","-600,000","1,100,000","900,000","1,500,000","3,400,000","-700,000","1,300,000","1,600,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"612,600,000","211,200,000","137,100,000","138,200,000","126,100,000","128,500,000","145,100,000","129,600,000","126,200,000","173,900,000","157,900,000","144,900,000","159,800,000","187,500,000","174,800,000","183,100,000","156,900,000","159,100,000","195,300,000","186,800,000","181,500,000","188,500,000","173,800,000","164,200,000","155,800,000","170,300,000","151,600,000","146,600,000","135,900,000","135,000,000","132,600,000","129,600,000","119,600,000","112,800,000","115,600,000","118,400,000","114,500,000","109,300,000","93,600,000","81,800,000","96,000,000","77,100,000","103,800,000","86,900,000","77,500,000","61,500,000","-1,667,900,000","89,200,000","93,700,000","81,600,000","122,600,000","126,500,000","129,200,000","119,000,000","141,000,000","119,700,000","162,200,000","132,700,000","180,200,000","166,800,000","141,900,000","152,700,000","154,300,000","153,700,000","144,300,000","109,100,000","171,700,000","172,900,000","137,300,000","128,600,000","172,800,000","168,100,000","148,500,000","32,100,000","129,900,000","141,500,000","97,300,000","118,000,000","149,000,000","154,500,000","103,500,000","-415,200,000","144,700,000","151,700,000","79,200,000","-86,900,000","290,100,000","199,100,000","120,400,000","-44,700,000","195,900,000","109,400,000","45,900,000","-70,000,000","24,600,000","27,300,000","18,100,000","26,000,000","5,100,000","3,000,000",,,,,,,"2,500,000","1,800,000","500,000","1,300,000","3,000,000","3,800,000","-300,000","2,700,000","3,200,000","-4,000,000","1,700,000",,,"1,700,000",,,,,,,,,
TaxProvision,"161,800,000","53,500,000","37,100,000","37,200,000","34,000,000","35,600,000","32,800,000","32,200,000","32,900,000","22,400,000","60,300,000","57,200,000","61,600,000","71,900,000","67,000,000","71,000,000","60,700,000","61,300,000","76,300,000","71,600,000","69,800,000","71,600,000","67,100,000","63,500,000","60,300,000","60,600,000","58,800,000","56,500,000","52,700,000","52,100,000","50,700,000","50,600,000","46,100,000","42,900,000","44,900,000","45,100,000","44,200,000","41,200,000","35,100,000","31,900,000","37,600,000","14,700,000","39,000,000","32,100,000","28,900,000","-9,200,000","-263,000,000","36,600,000","38,000,000","31,900,000","46,100,000","47,200,000","46,300,000","44,600,000","55,600,000","46,000,000","64,400,000","52,400,000","60,100,000","61,000,000","53,600,000","35,200,000","59,300,000","58,100,000","57,000,000","30,000,000","62,900,000","66,600,000","-74,600,000","49,200,000","66,100,000","64,300,000","56,800,000","12,500,000","50,700,000","55,200,000","37,400,000","44,300,000","55,900,000","57,900,000","38,800,000","-135,600,000","52,100,000","54,600,000","28,500,000","-37,300,000","110,400,000","71,700,000","43,300,000","-15,900,000","71,500,000","39,900,000","17,000,000","-4,100,000","8,600,000","10,100,000","6,900,000","10,000,000","1,900,000","1,100,000",,,,,,,"500,000","400,000","100,000","-500,000","900,000","1,300,000","-100,000","1,100,000","1,300,000","-1,600,000","700,000",,,"700,000",,,,,,,,,
NetIncomeCommonStockholders,"450,000,000","157,700,000","99,500,000","100,800,000","92,000,000","92,700,000","112,000,000","97,600,000","93,700,000","151,300,000","97,500,000","87,700,000","98,100,000","115,300,000","107,300,000","112,000,000","95,900,000","97,500,000","118,500,000","115,100,000","111,500,000","116,700,000","106,500,000","100,400,000","95,100,000","109,400,000","92,600,000","89,900,000","83,000,000","83,200,000","81,600,000","78,600,000","73,000,000","69,400,000","70,700,000","71,900,000","69,400,000","67,300,000","56,900,000","47,200,000","55,200,000","61,700,000","65,000,000","36,700,000","34,600,000","67,100,000","-1,412,700,000","51,800,000","50,700,000","51,700,000","72,100,000","77,300,000","77,600,000","75,200,000","81,800,000","72,700,000","87,200,000","75,300,000","129,300,000","194,800,000","97,000,000","161,800,000","92,400,000","92,100,000","87,300,000","79,100,000","108,800,000","106,300,000","185,000,000","79,400,000","106,700,000","103,800,000","91,700,000","6,900,000","79,200,000","86,300,000","59,900,000","73,700,000","93,100,000","100,800,000","62,300,000","-403,100,000","104,700,000","501,200,000","80,100,000","115,300,000","179,700,000","127,400,000","77,100,000","201,200,000","127,600,000","69,500,000","28,900,000","-97,500,000","16,000,000","17,200,000","11,200,000","15,200,000","3,200,000","1,900,000","2,900,000","3,300,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-20,400,000","1,600,000","1,900,000","-2,400,000","1,000,000",,,"1,000,000","100,000",,,,,,,,
	NetIncome,"450,000,000","157,700,000","99,500,000","100,800,000","92,000,000","92,700,000","112,000,000","97,600,000","93,700,000","151,300,000","97,500,000","87,700,000","98,100,000","115,300,000","107,300,000","112,000,000","95,900,000","97,500,000","118,500,000","115,100,000","111,500,000","116,700,000","106,500,000","100,400,000","95,100,000","109,400,000","92,600,000","89,900,000","83,000,000","83,200,000","81,600,000","78,600,000","73,000,000","69,400,000","70,700,000","71,900,000","69,400,000","67,300,000","56,900,000","47,200,000","55,200,000","61,700,000","65,000,000","36,700,000","34,600,000","67,100,000","-1,412,700,000","51,800,000","50,700,000","51,700,000","72,100,000","77,300,000","77,600,000","75,200,000","81,800,000","72,700,000","87,200,000","75,300,000","129,300,000","194,800,000","97,000,000","161,800,000","92,400,000","92,100,000","87,300,000","79,100,000","108,800,000","106,300,000","185,000,000","79,400,000","106,700,000","103,800,000","91,700,000","6,900,000","79,200,000","86,300,000","59,900,000","73,700,000","93,100,000","100,800,000","62,300,000","-403,100,000","104,700,000","501,200,000","80,100,000","115,300,000","179,700,000","127,400,000","77,100,000","201,200,000","127,600,000","69,500,000","28,900,000","-97,500,000","16,000,000","17,200,000","11,200,000","15,200,000","3,200,000","1,900,000","2,900,000","3,300,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-20,400,000","1,600,000","1,900,000","-2,400,000","1,000,000",,,"1,000,000","100,000",,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"450,000,000","157,700,000","99,500,000","100,800,000","92,000,000","92,700,000","112,000,000","97,600,000","93,700,000","151,300,000","97,500,000","87,700,000","98,100,000","115,300,000","107,300,000","112,000,000","95,900,000","97,500,000","118,500,000","115,100,000","111,500,000","116,700,000","106,500,000","100,400,000","95,100,000","109,400,000","92,600,000","89,900,000","83,000,000","83,200,000","81,600,000","78,600,000","73,000,000","69,400,000","70,700,000","71,900,000","69,400,000","67,300,000","56,900,000","47,200,000","55,200,000","61,700,000","65,000,000","36,700,000","34,600,000","67,100,000","-1,412,700,000","51,800,000","50,700,000","51,700,000","72,100,000","77,300,000","77,600,000","75,200,000","81,800,000","72,700,000","87,200,000","75,300,000","129,300,000","194,800,000","97,000,000","161,800,000","92,400,000","92,100,000","87,300,000","79,100,000","108,800,000","106,300,000","185,000,000","79,400,000","106,700,000","103,800,000","91,700,000","6,900,000","79,200,000","86,300,000","59,900,000","73,700,000","93,100,000","100,800,000","62,300,000","-403,100,000","104,700,000","501,200,000","80,100,000","98,600,000","196,400,000","127,400,000","77,100,000","201,200,000","127,600,000","69,500,000","28,900,000","-97,500,000","16,000,000","17,200,000","11,200,000","15,200,000","3,200,000","1,900,000","2,900,000","3,300,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-20,400,000","1,600,000","1,900,000","-2,400,000","1,000,000","-200,000","900,000","1,000,000","100,000","-100,000","-100,000","-100,000","-100,000","-400,000","-300,000","-300,000","-300,000"
			NetIncomeContinuousOperations,"450,800,000","157,700,000","100,000,000","101,000,000","92,100,000","92,900,000","112,300,000","97,400,000","93,300,000","151,500,000","97,600,000","87,700,000","98,200,000","115,600,000","107,800,000","112,100,000","96,200,000","97,800,000","119,000,000","115,200,000","111,700,000","116,900,000","106,700,000","100,700,000","95,500,000","109,700,000","92,800,000","90,100,000","83,200,000","82,900,000","81,900,000","79,000,000","73,500,000","69,900,000","70,700,000","73,300,000","70,300,000","68,100,000","58,500,000","49,900,000","58,400,000","62,400,000","64,800,000","54,800,000","48,600,000","70,700,000","-1,404,900,000","52,600,000","55,700,000","49,700,000","76,500,000","79,300,000","82,900,000","74,400,000","85,400,000","73,700,000","97,800,000","80,300,000","120,100,000","105,800,000","88,300,000","117,500,000","95,000,000","95,600,000","87,300,000","79,100,000","108,800,000","106,300,000","211,900,000","79,400,000","106,700,000","103,800,000","91,700,000","19,600,000","79,200,000","86,300,000","59,900,000","73,700,000","93,100,000","96,600,000","64,700,000","-279,600,000","92,600,000","97,100,000","50,700,000","-49,600,000","179,700,000","127,400,000","77,100,000","-28,800,000","124,400,000","69,500,000","28,900,000","-65,900,000","16,000,000","17,200,000","11,200,000","16,000,000","3,200,000","1,900,000","2,400,000","400,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-200,000","1,600,000","1,900,000","-2,400,000","1,000,000","-200,000","900,000","1,000,000","100,000","-100,000","-100,000","-100,000","-100,000","-200,000","-100,000","-100,000","-100,000"
			NetIncomeDiscontinuousOperations,"-800,000","0","-500,000","-200,000","-100,000","-200,000","-300,000","200,000","400,000","-200,000","-100,000","0","-100,000","-300,000","-500,000","-100,000","-300,000","-300,000","-500,000","-100,000","-200,000","-200,000","-200,000","-300,000","-400,000","-300,000","-200,000","-200,000","-200,000","300,000","-300,000","-400,000","-500,000","-500,000","0","-1,400,000","-900,000","-800,000","-1,600,000","-2,700,000","-3,200,000","-700,000","200,000","-18,100,000","-14,000,000","-3,600,000","-7,800,000","-800,000","-5,000,000","2,000,000","-4,400,000","-2,000,000","-5,300,000","800,000","-3,600,000","-1,000,000","-10,600,000","-5,000,000","9,200,000","89,000,000","8,700,000","44,300,000","-2,600,000","-3,500,000",,"0",,,"-12,300,000",,,,,,,,,"11,300,000",,"4,200,000","-2,400,000","-95,600,000","18,500,000","404,100,000","29,400,000",,,,,"230,000,000","3,200,000",,,,,,,"-800,000",,,"500,000",,,,,,,,,"0",,,"-20,200,000",,,,,,,,,,,,,"-200,000","-200,000","-200,000","-200,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-14,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,900,000","-6,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"450,000,000","157,700,000","99,500,000","100,800,000","92,000,000","92,700,000","112,000,000","97,600,000","93,700,000","151,300,000","97,500,000","87,700,000","98,100,000","115,300,000","107,300,000","112,000,000","95,900,000","97,500,000","118,500,000","115,100,000","111,500,000","116,700,000","106,500,000","100,400,000","95,100,000","109,400,000","92,600,000","89,900,000","83,000,000","83,200,000","81,600,000","78,600,000","73,000,000","69,400,000","70,700,000","71,900,000","69,400,000","67,300,000","56,900,000","47,200,000","55,200,000","61,700,000","65,000,000","36,700,000","34,600,000","67,100,000","-1,412,700,000","51,800,000","50,700,000","51,700,000","72,100,000","77,300,000","77,600,000","75,200,000","81,800,000","72,700,000","87,200,000","75,300,000","129,300,000","194,800,000","97,000,000","161,800,000","92,400,000","92,100,000","87,300,000","79,100,000","108,800,000","106,300,000","185,000,000","79,400,000","106,700,000","103,800,000","91,700,000","6,900,000","79,200,000","86,300,000","59,900,000","73,700,000","93,100,000","100,800,000","62,300,000","-403,100,000","104,700,000","501,200,000","80,100,000","115,300,000","179,700,000","127,400,000","77,100,000","201,200,000","127,600,000","69,500,000","28,900,000","-97,500,000","16,000,000","17,200,000","11,200,000","15,200,000","3,200,000","1,900,000","2,900,000","3,300,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-20,400,000","1,600,000","1,900,000","-2,400,000","1,000,000",,,"1,000,000","100,000",,,,,,,,
BasicEPS,,"1.739","1.101","1.118","1.02","1.022","1.24","1.08","1.02","1.652","1","0.87","0.968","1.146","1.05","1.09","0.9","0.88","1.05","1.01","0.98","1.03","0.91","0.84","0.797","0.905","0.76","0.74","0.684","0.688","0.67","0.65","0.56","0.511","0.5","0.49","0.47",,"0.385","0.29","0.325",,"0.36","0.205","0.2",,"-7.99","0.29","0.28",,"0.37","0.37","0.37",,"0.39","0.33","0.33",,"0.49","0.74","0.37",,"0.35","0.34","0.32",,"0.4","0.38","0.64",,"0.34","0.32","0.29",,"0.24","0.26","0.17",,"0.26","0.28","0.17",,"0.25","1.13","0.18",,"0.38","0.28","0.18",,"0.31","0.18","0.09",,"0.14","0.1","0.06",,"0.015","0.015","0.03",,"0.06","0.06","0.03",,"0.04","0.03","0.01",,"0.04","0.05","-0.42",,"0.05","-0.07","0.05",,"0.04","0.08","0.03",,"-0.03","-0.03","-0.03",,"-0.1","-0.1","-0.1"
DilutedEPS,,"1.739","1.1","1.118","1.01","1.02","1.23","1.07","1.01","1.64","1","0.86","0.968","1.14","1.05","1.08","0.89","0.87","1.04","1","0.97","1.02","0.9","0.83","0.78","0.89","0.75","0.73","0.67","0.67","0.66","0.64","0.55","0.49","0.48","0.48","0.46",,"0.38","0.29","0.32",,"0.36","0.205","0.2",,"-7.99","0.29","0.28",,"0.37","0.37","0.37",,"0.38","0.32","0.33",,"0.48","0.73","0.36",,"0.34","0.34","0.32",,"0.38","0.37","0.63",,"0.33","0.32","0.28",,"0.24","0.26","0.17",,"0.26","0.28","0.17",,"0.24","1.11","0.17",,"0.38","0.27","0.17",,"0.29","0.17","0.09",,"0.12","0.09","0.06",,"0.015","0.015","0.03",,"0.06","0.06","0.03",,"0.04","0.03","0.01",,"0.04","0.05","-0.42",,"0.05","-0.07","0.05",,"0.04","0.07","0.03",,"-0.03","-0.03","-0.03",,"-0.1","-0.1","-0.1"
BasicAverageShares,,"90,700,000","90,400,000","90,200,000","90,500,000","90,700,000","90,400,000","90,700,000","92,100,000","91,559,851","97,300,000","101,200,000","101,292,832","100,652,209","101,900,000","102,900,000","106,700,000","110,804,058","112,400,000","113,800,000","113,600,000","113,313,240","117,000,000","119,100,000","119,361,316","120,915,396","121,500,000","121,400,000","121,325,703","120,856,569","121,200,000","121,700,000","130,300,000","135,800,000","141,440,263","147,400,000","149,100,000",,"147,972,021","161,900,000","169,853,517",,"178,100,000","178,800,000","176,800,000",,"176,700,000","178,000,000","180,000,000",,"196,100,000","206,800,000","208,100,000",,"210,900,000","220,400,000","262,800,000",,"261,600,000","262,300,000","264,500,000",,"265,600,000","267,200,000","269,300,000",,"275,400,000","279,200,000","290,400,000",,"317,700,000","320,500,000","321,400,000",,"331,200,000","334,700,000","343,800,000",,"361,300,000","361,100,000","367,300,000",,"418,800,000","443,539,823","445,000,000",,"472,894,737","455,000,000","428,333,333",,"411,612,903","386,111,111","321,111,111",,"177,500,000","172,000,000","186,666,667",,"58,021,000","54,368,000","54,292,000",,"55,000,000","55,000,000","53,333,333",,"50,000,000","46,666,667","40,000,000",,"52,500,000","20,428,000","20,428,000",,"28,000,000","20,000,000","20,000,000",,"17,468,000","5,404,000","5,404,000",,"3,772,000","3,772,000","3,772,000",,"3,542,000","3,542,000","3,542,000"
DilutedAverageShares,,"90,700,000","90,454,545","90,200,000","90,700,000","90,882,353","90,800,000","91,200,000","92,700,000","92,300,000","97,700,000","101,500,000","101,600,000","101,500,000","102,600,000","103,600,000","107,400,000","112,000,000","113,600,000","115,100,000","115,100,000","114,900,000","118,500,000","120,800,000","121,300,000","123,300,000","123,500,000","123,300,000","123,000,000","123,800,000","123,400,000","123,700,000","132,300,000","140,600,000","147,000,000","150,000,000","151,800,000",,"149,600,000","163,200,000","171,700,000",,"179,200,000","178,800,000","177,000,000",,"176,700,000","178,700,000","180,600,000",,"197,500,000","208,600,000","210,700,000",,"215,000,000","225,200,000","267,400,000",,"267,200,000","267,800,000","270,300,000",,"270,600,000","273,200,000","275,700,000",,"286,600,000","285,200,000","294,200,000",,"321,900,000","328,800,000","325,900,000",,"333,400,000","337,000,000","344,300,000",,"361,300,000","361,300,000","367,500,000",,"436,250,000","451,531,532","471,176,471",,"472,894,737","471,851,852","453,529,412",,"440,000,000","408,823,529","321,111,111",,"189,333,333","191,111,111","186,666,667",,"58,021,000","54,368,000","54,292,000",,"55,000,000","55,000,000","53,333,333",,"50,000,000","46,666,667","40,000,000",,"52,500,000","20,428,000","20,428,000",,"28,000,000","20,000,000","20,000,000",,"17,468,000","5,404,000","5,404,000",,"3,772,000","3,772,000","3,772,000",,"3,542,000","3,542,000","3,542,000"
TotalOperatingIncomeAsReported,"823,600,000","235,800,000","193,500,000","203,500,000","190,800,000","197,300,000","203,600,000","191,200,000","185,800,000","229,300,000","211,200,000","196,200,000","206,700,000","236,600,000","219,000,000","226,500,000","207,400,000","200,400,000","235,700,000","222,100,000","214,900,000","226,500,000","207,400,000","197,800,000","189,100,000","202,800,000","187,200,000","180,900,000","169,400,000","168,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"20,502,500,000","5,313,100,000","5,267,700,000","5,130,700,000","4,791,000,000","5,214,400,000","5,145,600,000","5,192,700,000","5,074,100,000","5,454,200,000","5,221,200,000","5,083,100,000","4,932,700,000","5,243,900,000","5,348,500,000","5,214,900,000","4,912,200,000","5,124,000,000","5,118,000,000","5,002,200,000","4,729,300,000","4,821,300,000","4,701,600,000","4,590,700,000","4,174,400,000","4,321,100,000","4,283,600,000","4,245,600,000","3,927,000,000","4,005,400,000","3,769,900,000","3,735,900,000","3,508,100,000","3,534,900,000","3,362,400,000","3,191,600,000","3,173,300,000","3,111,500,000","3,153,000,000","2,983,100,000","2,732,500,000","2,720,000,000","2,797,100,000","2,505,800,000","2,384,300,000","903,200,000","5,181,100,000","3,778,500,000","3,852,300,000","4,055,400,000","4,415,500,000","4,374,500,000","4,207,900,000","4,243,800,000","4,757,500,000","4,797,600,000","4,470,800,000","4,282,600,000","4,976,700,000","4,828,800,000","4,421,100,000","4,477,500,000","4,902,300,000","4,793,800,000","4,616,000,000","4,465,100,000","4,340,550,000","4,861,700,000","4,289,100,000","4,307,800,000","5,013,000,000","4,836,300,000","4,593,600,000","5,215,700,000","4,845,100,000","4,749,100,000","4,734,100,000","4,569,700,000","5,136,000,000","5,178,000,000","5,103,900,000","5,008,000,000","5,318,300,000","4,914,700,000","5,269,800,000","3,560,500,000","4,564,100,000","4,162,600,000","3,295,800,000","2,895,900,000","2,928,900,000","2,274,300,000","1,464,000,000","1,955,400,000","137,700,000","114,200,000","83,300,000","169,600,000","24,600,000","12,900,000","11,000,000","-22,000,000","20,600,000","21,600,000","19,000,000","22,000,000","24,700,000","24,300,000","23,500,000","27,900,000","23,500,000","25,100,000","23,500,000","12,500,000","11,000,000","8,300,000","9,300,000",,,"8,000,000","800,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"450,000,000","157,700,000","99,500,000","100,800,000","92,000,000","92,700,000","112,000,000","97,600,000","93,700,000","151,300,000","97,500,000","87,700,000","98,100,000","115,300,000","107,300,000","112,000,000","95,900,000","97,500,000","118,500,000","115,100,000","111,500,000","116,700,000","106,500,000","100,400,000","95,100,000","109,400,000","92,600,000","89,900,000","83,000,000","83,200,000","81,600,000","78,600,000","73,000,000","69,400,000","70,700,000","71,900,000","69,400,000","67,300,000","56,900,000","47,200,000","55,200,000","61,700,000","65,000,000","36,700,000","34,600,000","67,100,000","-1,412,700,000","51,800,000","50,700,000","51,700,000","72,100,000","77,300,000","77,600,000","75,200,000","81,800,000","72,700,000","87,200,000","75,300,000","129,300,000","194,800,000","97,000,000","161,800,000","92,400,000","92,100,000","87,300,000","79,100,000","108,800,000","106,300,000","199,600,000","79,400,000","106,700,000","103,800,000","91,700,000","6,900,000","79,200,000","86,300,000","59,900,000","85,000,000","93,100,000","100,800,000","62,300,000","-375,200,000","111,100,000","501,200,000","80,100,000","115,300,000","179,700,000","127,400,000","77,100,000","201,200,000","127,600,000","69,500,000","28,900,000","-65,900,000","16,000,000","17,200,000","11,200,000","15,200,000","3,200,000","1,900,000","2,900,000","3,100,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-20,400,000","1,600,000","1,900,000","-2,400,000","1,000,000",,,"1,000,000","100,000",,,,,,,,
NormalizedIncome,"457,865,600","157,700,000","100,000,000","108,017,600","92,100,000","92,900,000","112,300,000","103,491,200","93,300,000","151,500,000","97,600,000","87,700,000","98,200,000","115,600,000","107,800,000","112,100,000","96,200,000","97,800,000","119,000,000","115,200,000","111,700,000","116,900,000","106,700,000","100,700,000","95,500,000","109,700,000","92,800,000","90,100,000","83,200,000","84,435,185.185","80,479,411.765","82,535,493.827","73,622,909.699","71,449,202.128","72,167,820.069","73,176,182.432","67,905,502.183","66,480,054.895","58,937,500","50,083,007.335","58,521,666.667","61,266,926.07","63,114,450.867","53,160,414.269","41,137,548.387","44,245,000","64,437,226.452","52,015,000","57,065,000","50,735,416.667","77,123,980.424","79,801,501.976","82,771,671.827","72,399,327.731","84,854,893.617","73,330,576.441","97,800,000","80,239,487.566","120,966,426.193","104,911,990.408","88,984,496.124","120,885,723.641","96,785,482.826","95,351,203.643","88,691,476.091","87,727,772.686","109,560,396.04","102,488,201.272","209,680,000","72,670,139.969","102,809,895.833","103,738,251.041","91,947,003.367","73,393,146.417","79,626,789.838","80,932,932.862","59,961,562.179","43,845,254.237","89,663,422.819","97,537,864.078","73,826,763.285","2,558,959.538","91,512,093.988","92,811,470.007","47,307,196.97","-52,180,000","175,673,629.783","127,591,963.837","77,740,365.449","18,813,422.819","121,415,416.029","61,876,599.634","23,107,407.407","-41,705,285.714","11,382,113.821","14,931,868.132","9,714,917.127","13,476,923.077","2,258,823.529","1,836,666.667","2,400,000","460,000","3,300,000","3,240,000","1,540,000","-7,420,000","1,920,000","1,322,222.222","320,000","1,920,000","1,820,000","1,710,526.316","933,333.333","1,480,000","1,840,000","720,000","1,000,000",,,"760,000","100,000",,,,,,,,
InterestIncome,"500,000","100,000","100,000","100,000","200,000","300,000","300,000","300,000","200,000","200,000","200,000","200,000","400,000","300,000","300,000","400,000","100,000","0","0","0","100,000","0","100,000","100,000","0","0","100,000","0","100,000","100,000","0","100,000","100,000","100,000","0","300,000","300,000","600,000","300,000","300,000","200,000","200,000","300,000","300,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"245,100,000","54,100,000","59,100,000","65,100,000","66,800,000","66,000,000","61,100,000","62,100,000","60,600,000","58,500,000","55,100,000","53,300,000","50,300,000","49,700,000","47,100,000","48,000,000","47,200,000","42,700,000","36,100,000","35,800,000","34,600,000","35,800,000","34,800,000","34,600,000","34,800,000","35,900,000","35,000,000","35,600,000","35,200,000","34,300,000","33,600,000","33,300,000","31,200,000","28,300,000","26,100,000","26,800,000","27,500,000","28,600,000","26,900,000","24,500,000","18,700,000","19,500,000","17,800,000","19,800,000","21,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-244,600,000","-54,000,000","-59,000,000","-65,000,000","-66,600,000","-65,700,000","-60,800,000","-61,800,000","-60,400,000","-58,300,000","-54,900,000","-53,100,000","-49,900,000","-49,400,000","-46,800,000","-47,600,000","-47,100,000","-42,700,000","-36,100,000","-35,800,000","-34,500,000","-35,800,000","-34,700,000","-34,500,000","-34,800,000","-35,900,000","-34,900,000","-35,600,000","-35,100,000","-34,200,000","-33,600,000","-33,200,000","-31,100,000","-28,200,000","-26,100,000","-26,500,000","-27,200,000","-28,000,000","-26,600,000","-24,200,000","-18,500,000","-19,300,000","-17,500,000","-19,500,000","-21,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
