name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
		AdditionalPaidInCapital,"116,070,000","120,219,000","116,835,000","114,696,000","118,234,000","123,193,000","119,025,000","116,221,000","120,609,000","123,573,000","122,584,000","120,099,000","129,483,000","134,597,000","132,374,000","132,872,000","144,923,000","155,973,000","154,541,000","153,432,000","158,043,000","160,037,000","157,373,000","155,017,000","150,618,000","150,663,000","154,599,000","157,420,000","151,883,000","153,472,000","146,855,000","144,902,000","143,192,000","142,980,000","136,678,000","135,912,000","130,093,000","125,529,000","118,831,000","117,983,000","111,707,000","106,788,000","99,830,000","101,301,000","94,500,000","92,269,000","86,446,000","83,949,000","79,550,000","78,604,000","74,152,000","72,956,000","69,887,000","68,813,000","65,401,000","64,620,000","59,806,000","59,699,000","57,360,000","57,361,000","55,885,000","52,911,000","51,522,000","49,698,000","52,998,000","52,251,000","52,353,000","52,290,000","52,200,000","49,796,000","50,048,000","51,098,000","52,532,000","50,299,000","50,360,000","50,682,000","51,506,000","51,426,000","51,466,000","51,499,000","51,600,000","51,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"2,497,111,000","2,414,956,000","2,339,703,000","2,266,902,000","2,191,471,000","2,115,166,000","2,047,250,000","1,979,051,000","1,944,324,000","1,883,185,000","1,825,697,000","1,780,570,000","1,754,907,000","1,692,026,000","1,651,851,000","1,617,659,000","1,590,645,000","1,526,678,000","1,498,742,000","1,479,107,000","1,469,306,000","1,458,782,000","1,440,000,000","1,409,859,000","1,380,981,000","1,338,421,000","1,306,790,000","1,278,108,000","1,261,377,000","1,227,191,000","1,244,073,000","1,225,544,000","1,187,989,000","1,151,957,000","1,121,340,000","1,093,258,000","1,072,459,000","1,039,563,000","1,015,478,000","993,252,000","980,590,000","949,388,000","932,934,000","912,109,000","899,928,000","870,515,000","846,600,000","823,106,000","807,413,000","772,710,000","751,099,000","732,648,000","716,030,000","691,823,000","674,109,000","677,540,000","667,892,000","645,195,000","629,636,000","613,649,000","601,070,000","582,579,000","569,792,000","557,390,000","543,670,000","541,174,000","530,202,000","520,876,000","508,298,000","496,146,000","486,382,000","477,108,000","469,303,000","436,342,000","428,937,000","419,783,000","411,866,000","403,048,000","393,270,000","383,930,000","376,000,000","368,500,000","355,800,000","348,900,000","406,000,000","335,600,000","330,100,000","323,800,000","318,500,000","316,000,000","309,200,000","303,400,000","299,700,000","297,900,000","294,700,000","290,800,000","288,700,000","285,000,000","281,300,000","278,300,000","275,600,000","271,100,000","268,200,000","264,200,000","261,400,000","276,400,000","275,000,000","271,900,000","272,000,000","268,800,000","265,300,000","261,000,000","255,400,000","252,400,000","249,500,000","244,800,000","239,200,000","236,400,000","397,000,000","391,800,000","389,400,000","389,700,000","378,500,000"
		TreasuryStock,"562,722,000","557,309,000","550,939,000","540,426,000","539,664,000","427,981,000","399,850,000","366,677,000","369,480,000","363,981,000","360,142,000","346,920,000","350,630,000","340,726,000","321,804,000","305,800,000","303,407,000","226,765,000","145,639,000","98,541,000","69,695,000","58,409,000","46,769,000","33,850,000","53,343,000","64,414,000","85,235,000","89,864,000","94,350,000","78,809,000","80,013,000","76,027,000","85,890,000","82,309,000","83,128,000","85,098,000","88,194,000","90,222,000","90,442,000","92,778,000","94,149,000","95,359,000","96,493,000","102,447,000","103,018,000","106,270,000","110,140,000","111,172,000","113,220,000","119,357,000","121,150,000","123,334,000","127,182,000","130,422,000","130,915,000","132,258,000","135,614,000","136,176,000","138,353,000","139,678,000","143,515,000","144,789,000","146,306,000","158,913,000","165,742,000","168,196,000","169,139,000","170,061,000","170,692,000","171,899,000","173,089,000","176,251,000","179,972,000","179,987,000","180,263,000","181,047,000","182,500,000","182,611,000","182,764,000","181,927,000","181,600,000","180,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-325,274,000","-325,913,000","-302,490,000","-304,779,000","-288,447,000","-238,288,000","-239,516,000","-198,807,000","-216,840,000","-217,488,000","-244,161,000","-278,581,000","-291,756,000","-248,069,000","-237,337,000","-207,211,000","-225,928,000","-185,015,000","-148,234,000","-182,481,000","-128,411,000","-12,008,000","34,779,000","16,128,000","25,259,000","-21,703,000","-41,607,000","-84,527,000","-55,508,000","-36,274,000","-61,576,000","-43,908,000","-65,131,000","-19,670,000","23,419,000","15,352,000","-2,813,000","4,018,000","-23,582,000","-3,172,000","-19,605,000","-38,135,000","-48,337,000","-85,350,000","-72,551,000","64,235,000","95,225,000","94,421,000","93,327,000","83,985,000","70,115,000","56,872,000","55,806,000","37,256,000","36,849,000","22,028,000","20,643,000","23,201,000","21,288,000","32,976,000","36,763,000","22,998,000","22,174,000","23,337,000","22,579,000","13,907,000","12,433,000","6,656,000","6,422,000","2,262,000","1,132,000","-8,216,000","-6,909,000","-7,347,000","-9,230,000","-7,870,000","-5,648,000","-2,762,000","-3,008,000","-2,519,000","-2,700,000","-1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,804,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,523,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","-100,000","-116,600,000","-115,500,000","-176,400,000","-113,400,000","-113,000,000","-113,300,000","-113,600,000","-118,300,000","-118,000,000","-117,900,000","-116,300,000","-117,300,000","-117,400,000","-116,900,000","-116,500,000","-116,300,000","-116,000,000","-116,000,000","-116,800,000","-116,200,000","-116,700,000","-117,400,000","-117,200,000","-117,600,000","-117,400,000","-117,000,000","-116,800,000","-115,400,000","-115,100,000","-116,200,000","-115,300,000","-116,600,000","-117,400,000","-116,900,000","-116,000,000","-116,000,000","-117,100,000","-117,500,000","-120,000,000","-120,900,000","-122,100,000"
TotalCapitalization,"2,535,011,000","2,462,197,000","2,413,772,000","2,347,474,000","2,293,094,000","2,434,008,000","2,389,246,000","2,392,551,000","2,341,789,000","2,288,876,000","2,207,975,000","2,139,575,000","2,106,821,000","2,253,055,000","2,240,722,000","2,253,568,000","2,208,506,000","2,277,572,000","2,357,557,000","2,365,896,000","2,431,712,000","2,533,598,000","2,568,062,000","2,567,674,000","2,511,309,000","2,370,935,000","2,205,781,000","2,172,002,000","2,064,582,000","1,775,382,000","1,884,020,000","1,870,718,000","1,812,967,000","1,525,794,000","1,706,012,000","1,655,155,000","1,554,145,000","1,651,517,000","1,527,763,000","1,497,777,000","1,410,869,000","1,441,541,000","1,495,425,000","1,483,110,000","1,380,222,000","1,487,119,000","1,474,901,000","1,485,578,000","1,425,766,000","1,435,643,000","1,230,833,000","1,145,764,000","1,121,074,000","1,100,007,000","1,081,889,000","1,034,985,000","1,002,237,000","1,026,472,000","997,939,000","1,008,838,000","916,474,000","887,336,000","823,557,000","773,396,000","703,032,000","676,840,000","582,904,000","547,806,000","530,269,000","438,341,000","426,919,000","378,922,000","371,315,000","336,390,000","326,012,000","319,395,000","314,954,000","310,968,000","301,529,000","299,302,000","292,600,000","273,100,000","259,400,000","253,600,000","249,800,000","232,500,000","227,400,000","220,800,000","215,200,000","208,000,000","201,500,000","195,800,000","193,700,000","190,900,000","187,600,000","184,200,000","182,500,000","179,000,000","175,600,000","171,300,000","167,800,000","167,900,000","164,500,000","161,200,000","158,600,000","173,200,000","172,300,000","169,600,000","171,500,000","176,300,000","173,500,000","166,700,000","162,400,000","158,100,000","154,800,000","154,800,000","150,500,000","147,800,000","307,600,000","302,400,000","297,800,000","297,300,000","283,100,000"
CommonStockEquity,"1,774,372,000","1,701,140,000","1,652,296,000","1,585,580,000","1,530,781,000","1,621,277,000","1,576,096,000","1,578,975,000","1,527,800,000","1,474,476,000","1,393,165,000","1,324,355,000","1,291,191,000","1,287,015,000","1,274,271,000","1,286,707,000","1,255,423,000","1,320,061,000","1,408,600,000","1,400,707,000","1,478,433,000","1,597,592,000","1,634,573,000","1,596,344,000","1,552,705,000","1,452,157,000","1,383,888,000","1,310,478,000","1,312,592,000","1,314,770,000","1,298,360,000","1,299,532,000","1,229,039,000","1,241,837,000","1,247,026,000","1,208,141,000","1,160,103,000","1,127,446,000","1,068,679,000","1,063,679,000","1,026,757,000","970,896,000","935,976,000","873,655,000","866,762,000","968,652,000","965,929,000","938,102,000","914,785,000","863,657,000","821,842,000","786,768,000","762,074,000","715,003,000","692,879,000","657,472,000","638,220,000","617,412,000","595,378,000","589,755,000","575,614,000","539,110,000","522,558,000","496,888,000","478,881,000","454,136,000","440,849,000","424,761,000","411,228,000","391,305,000","379,473,000","358,739,000","349,954,000","314,307,000","304,804,000","296,548,000","290,224,000","284,101,000","273,964,000","265,983,000","258,400,000","253,000,000","239,200,000","233,400,000","229,600,000","222,200,000","217,100,000","210,500,000","204,900,000","197,700,000","191,200,000","185,500,000","183,400,000","180,600,000","177,300,000","173,900,000","172,200,000","168,700,000","165,300,000","162,300,000","158,800,000","154,900,000","151,500,000","146,800,000","144,200,000","158,800,000","157,600,000","154,900,000","155,200,000","153,400,000","150,200,000","144,800,000","140,100,000","135,800,000","132,100,000","127,900,000","123,200,000","120,400,000","279,900,000","274,300,000","269,400,000","268,800,000","256,400,000"
CapitalLeaseObligations,"171,897,000","116,652,000","117,789,000","124,014,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,122,000","19,091,000","19,084,000","18,186,000","18,369,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"127,785,000","175,886,000","105,998,000","29,497,000","13,182,000","81,714,000","23,438,000","156,669,000","101,803,000","45,738,000","-35,770,000","-99,666,000","68,673,000","38,899,000","13,923,000","2,080,000","-27,946,000","18,797,000","83,325,000","79,704,000","130,700,000","241,961,000","69,875,000","-228,000","-29,103,000","-21,343,000","-80,544,000","-170,785,000","-119,729,000","299,331,000","287,003,000","277,728,000","208,149,000","251,473,000","289,732,000","263,349,000","226,334,000","192,915,000","144,755,000","162,547,000","135,799,000","92,289,000","59,438,000","12,985,000","23,268,000","178,693,000","164,654,000","129,146,000","103,524,000","50,102,000","119,457,000","217,070,000","192,893,000","143,523,000","125,504,000","111,619,000","91,795,000","68,082,000","55,135,000","41,643,000","70,932,000","82,680,000","111,434,000","133,842,000","210,555,000","221,144,000","209,747,000","209,798,000","208,145,000","254,764,000","240,453,000","263,762,000","259,040,000","267,249,000","258,434,000","249,844,000","242,681,000","234,516,000","223,829,000","216,043,000","208,000,000","202,500,000","207,300,000","201,300,000","198,900,000","208,300,000","217,100,000","210,500,000","204,900,000","197,700,000","191,200,000","185,500,000","183,400,000","180,600,000","177,300,000","173,900,000","172,200,000","168,700,000","165,300,000","162,300,000","158,800,000","154,900,000","151,500,000","146,800,000","144,200,000","158,800,000","157,600,000","154,900,000","155,200,000","153,400,000","150,200,000","144,800,000","140,100,000","135,800,000","132,100,000","127,900,000","123,200,000","120,400,000","279,900,000","274,300,000","269,400,000","268,800,000","256,400,000"
WorkingCapital,"785,060,000","768,181,000","698,783,000","635,471,000","656,638,000","748,892,000","688,559,000","811,492,000","810,863,000","720,041,000","633,313,000","565,292,000","739,549,000","875,118,000","827,974,000","803,025,000","791,433,000","808,033,000","869,506,000","857,507,000","999,082,000","1,034,602,000","862,901,000","821,181,000","802,690,000","793,638,000","646,409,000","612,932,000","536,013,000","610,999,000","743,372,000","728,204,000","661,750,000","352,931,000","565,797,000","539,189,000","472,088,000","543,107,000","418,891,000","394,283,000","313,182,000","369,678,000","427,920,000","426,297,000","350,335,000","423,236,000","402,857,000","411,835,000","359,566,000","385,458,000","297,666,000","349,412,000","330,520,000","328,185,000","316,372,000","305,270,000","268,963,000","290,713,000","273,081,000","275,709,000","212,159,000","223,745,000","208,654,000","204,150,000","238,640,000","242,818,000","151,094,000","137,740,000","137,237,000","144,824,000","141,859,000","149,343,000","149,861,000","162,882,000","161,094,000","154,922,000","149,779,000","143,097,000","132,864,000","130,949,000","124,500,000","104,600,000","124,300,000","130,300,000","130,800,000","132,500,000","139,600,000","138,800,000","132,800,000","127,900,000","120,500,000","114,200,000","115,400,000","115,700,000","115,300,000","121,700,000","120,500,000","120,800,000","117,100,000","111,800,000","108,300,000","103,900,000","101,100,000","97,200,000","92,700,000","94,900,000","92,700,000","89,000,000","86,300,000","88,700,000","87,400,000","79,200,000","71,100,000","60,800,000","59,800,000","57,000,000","50,500,000","60,600,000","209,800,000","206,100,000","201,800,000","201,000,000","190,100,000"
InvestedCapital,"2,535,011,000","2,462,277,000","2,413,772,000","2,347,635,000","2,293,337,000","2,435,031,000","2,390,205,000","2,393,533,000","2,341,939,000","2,439,284,000","2,358,795,000","2,290,154,000","2,257,489,000","2,253,857,000","2,241,835,000","2,254,487,000","2,209,765,000","2,278,966,000","2,358,596,000","2,366,861,000","2,432,781,000","2,534,204,000","2,568,837,000","2,568,379,000","2,512,643,000","2,372,162,000","2,331,870,000","2,298,398,000","2,192,807,000","1,902,883,000","1,886,486,000","1,873,184,000","1,815,469,000","1,753,034,000","1,708,653,000","1,657,745,000","1,556,747,000","1,654,068,000","1,605,467,000","1,575,410,000","1,491,850,000","1,519,190,000","1,497,376,000","1,486,307,000","1,383,471,000","1,488,106,000","1,475,882,000","1,486,614,000","1,426,689,000","1,436,545,000","1,231,679,000","1,146,656,000","1,126,948,000","1,105,948,000","1,087,826,000","1,040,901,000","1,003,122,000","1,027,381,000","998,873,000","1,009,819,000","918,104,000","888,293,000","824,559,000","774,430,000","704,029,000","677,747,000","615,791,000","580,680,000","563,106,000","438,341,000","426,919,000","378,922,000","371,315,000","336,390,000","326,012,000","320,695,000","320,301,000","315,015,000","305,576,000","303,349,000","296,600,000","292,400,000","279,900,000","274,100,000","270,300,000","232,500,000","227,400,000","220,800,000","215,200,000","208,000,000","201,500,000","195,800,000","193,700,000","190,900,000","187,600,000","184,200,000","182,500,000","183,000,000","179,600,000","171,300,000","173,200,000","169,300,000","165,900,000","161,200,000","158,700,000","173,700,000","172,800,000","171,000,000","174,000,000","177,300,000","173,500,000","166,700,000","167,400,000","163,200,000","159,900,000","156,800,000","153,500,000","147,800,000","307,600,000","302,400,000","297,800,000","297,300,000","293,200,000"
TangibleBookValue,"127,785,000","175,886,000","105,998,000","29,497,000","13,182,000","81,714,000","23,438,000","156,669,000","101,803,000","45,738,000","-35,770,000","-99,666,000","68,673,000","38,899,000","13,923,000","2,080,000","-27,946,000","18,797,000","83,325,000","79,704,000","130,700,000","241,961,000","69,875,000","-228,000","-29,103,000","-21,343,000","-80,544,000","-170,785,000","-119,729,000","299,331,000","287,003,000","277,728,000","208,149,000","251,473,000","289,732,000","263,349,000","226,334,000","192,915,000","144,755,000","162,547,000","135,799,000","92,289,000","59,438,000","12,985,000","23,268,000","178,693,000","164,654,000","129,146,000","103,524,000","50,102,000","119,457,000","217,070,000","192,893,000","143,523,000","125,504,000","111,619,000","91,795,000","68,082,000","55,135,000","41,643,000","70,932,000","82,680,000","111,434,000","133,842,000","210,555,000","221,144,000","209,747,000","209,798,000","208,145,000","254,764,000","240,453,000","263,762,000","259,040,000","267,249,000","258,434,000","249,844,000","242,681,000","234,516,000","223,829,000","216,043,000","208,000,000","202,500,000","207,300,000","201,300,000","198,900,000","208,300,000","217,100,000","210,500,000","204,900,000","197,700,000","191,200,000","185,500,000","183,400,000","180,600,000","177,300,000","173,900,000","172,200,000","168,700,000","165,300,000","162,300,000","158,800,000","154,900,000","151,500,000","146,800,000","144,200,000","158,800,000","157,600,000","154,900,000","155,200,000","153,400,000","150,200,000","144,800,000","140,100,000","135,800,000","132,100,000","127,900,000","123,200,000","120,400,000","279,900,000","274,300,000","269,400,000","268,800,000","256,400,000"
TotalDebt,"932,536,000","877,789,000","879,265,000","886,069,000","762,556,000","813,754,000","814,109,000","814,558,000","814,139,000","964,808,000","965,630,000","965,799,000","966,298,000","966,842,000","967,564,000","967,780,000","954,342,000","958,905,000","949,996,000","966,154,000","954,348,000","936,612,000","934,264,000","972,035,000","959,938,000","920,005,000","947,982,000","987,920,000","880,215,000","588,113,000","588,126,000","573,652,000","586,430,000","511,197,000","461,627,000","449,604,000","415,735,000","545,706,000","536,788,000","530,100,000","465,093,000","548,294,000","561,400,000","612,652,000","516,709,000","519,454,000","509,953,000","548,512,000","511,904,000","572,888,000","409,837,000","359,888,000","364,874,000","390,945,000","394,947,000","383,429,000","364,902,000","409,969,000","403,495,000","420,064,000","342,490,000","349,183,000","302,001,000","277,542,000","225,148,000","223,611,000","174,942,000","155,919,000","151,878,000","47,036,000","47,446,000","20,183,000","21,361,000","22,083,000","21,208,000","24,147,000","30,077,000","30,914,000","31,612,000","37,366,000","38,200,000","39,400,000","40,700,000","40,700,000","40,700,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","10,300,000","14,300,000","14,300,000","9,000,000","14,400,000","14,400,000","14,400,000","14,400,000","14,500,000","14,900,000","15,200,000","16,100,000","18,800,000","23,900,000","23,300,000","21,900,000","27,300,000","27,400,000","27,800,000","28,900,000","30,300,000","27,400,000","27,700,000","28,100,000","28,400,000","28,500,000","36,800,000"
NetDebt,"369,606,000","463,425,000","545,132,000","607,627,000","486,490,000","567,837,000","595,211,000","418,040,000","339,019,000","532,617,000","622,919,000","692,893,000","412,450,000","514,789,000","584,413,000","630,517,000","665,645,000","710,980,000","705,016,000","750,560,000","504,232,000","714,141,000","740,124,000","844,068,000","784,644,000","748,643,000","804,939,000","869,123,000","768,192,000","348,567,000","375,045,000","342,588,000","392,043,000","456,215,000","398,539,000","397,638,000","328,525,000","442,709,000","465,044,000","432,028,000","400,083,000","475,795,000","502,191,000","548,247,000","456,004,000","442,180,000","424,789,000","483,780,000","445,384,000","513,541,000","343,060,000","259,308,000","240,357,000","343,568,000","351,811,000","343,701,000","305,881,000","362,284,000","355,512,000","378,281,000","301,452,000","310,646,000","265,171,000","244,220,000","126,476,000","107,565,000","126,787,000","114,200,000","104,161,000","9,550,000","24,086,000",,,,"7,920,000","11,512,000","21,385,000","20,428,000","22,667,000","28,850,000","28,700,000","29,500,000","27,300,000","30,000,000","34,900,000","3,100,000","800,000","5,000,000","3,400,000","4,400,000","5,600,000","4,200,000","4,000,000","2,800,000","600,000","4,400,000","1,400,000","8,000,000","8,600,000","3,900,000","10,200,000","9,200,000","5,700,000","5,200,000",,"5,100,000","4,200,000","5,800,000",,"17,100,000","18,300,000","16,200,000","23,900,000","21,900,000","17,000,000","22,300,000","16,000,000","15,000,000","25,900,000","24,800,000","26,400,000","24,700,000","32,000,000"
ShareIssued,"49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,187,378","49,189,702","49,189,702","49,189,702","49,189,702","49,189,702","49,189,702","49,189,702","49,189,702","49,189,702","47,638,835","46,717,201","46,717,201","49,189,702","46,449,934","46,946,564","46,777,162","48,878,448","46,484,723","46,607,983","46,365,246","48,557,638","46,133,766","46,071,619","45,861,565","48,213,472","45,624,179","45,557,089","45,224,414","47,815,536","44,977,188","44,901,331","44,728,913","44,716,910","44,473,024","44,429,459","44,292,536","44,023,410","43,936,293","43,923,622","43,804,922","43,479,488","43,479,488","43,349,022","43,228,548","42,876,316","42,850,000","41,572,000","41,866,000","41,571,712","41,271,152","41,271,152","41,152,000","41,089,172","40,920,000","40,920,000","40,668,000","40,298,900","40,297,600","40,287,360","40,069,120","40,069,120","40,056,000","40,042,108","40,137,300","40,160,000","40,332,000","40,764,000","40,564,000","40,764,000","40,816,000","40,816,000","40,732,000","40,700,000","40,712,000","40,696,000","40,680,000","40,648,000","40,624,000","40,624,000","40,624,000","40,624,000","40,488,000","40,472,000","40,488,000","40,488,000","40,488,000","40,488,000","40,472,000","40,488,000","40,472,000","40,472,000","40,472,000","40,488,000","40,472,000","40,472,000","40,472,000","40,488,000","40,320,000","40,328,000","40,328,000","39,088,000","40,152,000","40,144,000","40,144,000","39,032,000","39,920,000","39,920,000"
OrdinarySharesNumber,"42,680,215","42,689,253","42,715,831","42,801,008","42,772,417","43,790,207","43,981,463","44,235,280","44,123,519","44,129,363","44,137,906","44,284,573","44,181,050","44,228,169","44,422,803","44,599,746","44,621,348","45,720,926","46,924,807","47,555,199","47,904,518","48,024,062","48,134,633","48,272,665","47,638,835","47,638,835","46,717,201","46,717,201","46,449,934","46,449,934","46,946,564","46,777,162","46,484,723","46,484,723","46,607,983","46,365,246","46,133,766","46,133,766","46,071,619","45,861,565","45,624,179","45,624,179","45,557,089","45,224,414","44,977,188","44,977,188","44,901,331","44,728,913","44,716,910","44,473,024","44,429,459","44,292,536","44,023,410","43,936,293","43,923,622","43,804,922","43,479,488","43,479,488","43,349,022","43,228,548","42,876,316","42,850,000","41,572,000","41,866,000","41,571,712","41,271,152","41,271,152","41,152,000","41,089,172","40,920,000","40,920,000","40,668,000","40,298,900","40,297,600","40,287,360","40,069,120","40,069,120","40,056,000","40,042,108","40,137,300","40,160,000","40,332,000","40,764,000","40,564,000","40,764,000","40,816,000","40,816,000","40,732,000","40,700,000","40,712,000","40,696,000","40,680,000","40,648,000","40,624,000","40,624,000","40,624,000","40,624,000","40,488,000","40,472,000","40,488,000","40,488,000","40,488,000","40,488,000","40,472,000","40,488,000","40,472,000","40,472,000","40,472,000","40,488,000","40,472,000","40,472,000","40,472,000","40,488,000","40,320,000","40,328,000","40,328,000","39,088,000","40,152,000","40,144,000","40,144,000","39,032,000","39,920,000","39,920,000"
TreasurySharesNumber,"6,507,163","6,498,125","6,471,547","6,386,370","6,414,961","5,397,171","5,205,915","4,952,098","5,063,859","5,058,015","5,049,472","4,902,805","5,006,328","4,959,209","4,764,575","4,587,632","4,568,354","3,468,776","2,264,895","1,634,503","1,285,184","1,165,640","1,055,069","917,037","1,550,867",,,,"2,739,768",,,,"2,393,725",,,,"2,423,872",,,,"2,589,293",,,,"2,838,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
